################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.0234597059276743E-01 a       503     0    26     1     3
 -6.1865088652907331E-02 a       504     0    26     1     4
 -2.5347710496043152E-01 a       505     0    26     1     5
 -2.1900369136931386E-01 a       506     0    26     1     6
 -1.5550200580087725E-01 a       507     0    26     1     7
 -1.4584422614254425E-01 a       508     0    26     1     8
  1.8738211386961651E-02 a       509     0    26     1     9
 -6.4668591166707604E-02 a       510     0    26     1    10
 -1.4700271009000782E-01 a       511     0    26     1    11
 -8.4561895201562074E-03 a       512     0    26     1    12
 -7.3682401605654471E-03 a       513     0    26     1    13
  2.6413748761468447E-01 a       514     0    26     1    14
 -2.2501124791507404E-01 a       515     0    26     1    15
 -1.1219574683978034E-01 a       516     0    26     1    16
  7.3362667125833364E-02 a       517     0    26     1    17
  1.1173921545111580E-01 a       518     0    26     1    18
 -2.1360805914633813E-01 a       519     0    26     1    19
 -3.7100742617017388E-02 a       520     0    26     1    20
 -9.3611398936343848E-02 a       521     0    27     1     1
 -2.7758133772804582E-02 a       522     0    27     1     2
  1.8184828096170580E-01 a       523     0    27     1     3
  5.3555276745552459E-02 a       524     0    27     1     4
  3.0167994069790560E-01 a       525     0    27     1     5
 -9.6171486069556805E-02 a       526     0    27     1     6
 -1.2082711646886025E-02 a       527     0    27     1     7
  1.0343718981440272E-01 a       528     0    27     1     8
  9.8857191566507387E-03 a       529     0    27     1     9
 -4.9992326749468017E-03 a       530     0    27     1    10
  2.9397778776056996E-02 a       531     0    27     1    11
  2.4039159698308202E-03 a       532     0    27     1    12
 -1.5692662764983174E-02 a       533     0    27     1    13
  6.6097536438835397E-02 a       534     0    27     1    14
  1.9445052834854759E-01 a       535     0    27     1    15
  1.5505976589736989E-01 a       536     0    27     1    16
 -1.0347595591794162E-01 a       537     0    27     1    17
 -1.9383453106429560E-01 a       538     0    27     1    18
  9.5601117009070272E-02 a       539     0    27     1    19
 -5.5417818161946117E-02 a       540     0    27     1    20
 -1.5242727504006526E-01 a       541     0    28     1     1
  2.2674068937436739E-01 a       542     0    28     1     2
  6.0631571410963966E-02 a       543     0    28     1     3
  3.0617198399129006E-02 a       544     0    28     1     4
  2.3079812258985914E-02 a       545     0    28     1     5
  5.3612767716200209E-02 a       546     0    28     1     6
  3.1300211124853894E-01 a       547     0    28     1     7
 -8.4395277481547917E-02 a       548     0    28     1     8
  1.2306415363296200E-01 a       549     0    28     1     9
 -7.3794065460643321E-02 a       550     0    28     1    10
  1.9052897674615299E-01 a       551     0    28     1    11
 -5.7434344581130175E-03 a       552     0    28     1    12
  8.0067269712329522E-03 a       553     0    28     1    13
  6.4142654081102785E-02 a       554     0    28     1    14
  2.4562990321908739E-02 a       555     0    28     1    15
 -2.9777325509846696E-02 a       556     0    28     1    16
 -1.3658283469432625E-01 a       557     0    28     1    17
  6.8162547656444680E-02 a       558     0    28     1    18
 -5.8341750939213247E-02 a       559     0    28     1    19
  8.4981663409298261E-02 a       560     0    28     1    20
  1.3952196182130863E-02 a       561     0    29     1     1
  1.1907811483933198E-01 a       562     0    29     1     2
 -1.9148762222184146E-01 a       563     0    29     1     3
 -4.3066281111824103E-02 a       564     0    29     1     4
 -1.8895056829510926E-01 a       565     0    29     1     5
 -1.0742469042824730E-01 a       566     0    29     1     6
  1.5948249301892573E-01 a       567     0    29     1     7
  5.1117971031562008E-02 a       568     0    29     1     8
  2.1003537862665986E-01 a       569     0    29     1     9
 -7.7241864089322959E-02 a       570     0    29     1    10
  1.3868298743127047E-01 a       571     0    29     1    11
  1.7120227760188692E-01 a       572     0    29     1    12
  2.2187028522288355E-01 a       573     0    29     1    13
  1.4101544835629138E-02 a       574     0    29     1    14
  7.5010323730532708E-02 a       575     0    29     1    15
 -6.7010871269637576E-02 a       576     0    29     1    16
  7.1210263009397964E-02 a       577     0    29     1    17
  3.1050544071785624E-01 a       578     0    29     1    18
 -1.7530870604792112E-01 a       579     0    29     1    19
  1.3726936285344601E-01 a       580     0    29     1    20
 -2.7760712051478059E-01 a       581     0    30     1     1
 -2.5753550745675219E-01 a       582     0    30     1     2
  9.0739871847020453E-02 a       583     0    30     1     3
  3.0927804396648689E-01 a       584     0    30     1     4
  1.8156586311642842E-02 a       585     0    30     1     5
 -2.4219019725516319E-01 a       586     0    30     1     6
  3.7691862406026594E-01 a       587     0    30     1     7
  7.5121861289370886E-02 a       588     0    30     1     8
 -1.8665098673287792E-01 a       589     0    30     1     9
  2.7156853024226271E-03 a       590     0    30     1    10
  4.8142762243016174E-01 a       591     0    30     1    11
  9.5288842387705699E-02 a       592     0    30     1    12
  1.6221467428776584E-01 a       593     0    30     1    13
 -2.3106247381753242E-01 a       594     0    30     1    14
 -1.0265951835287414E-01 a       595     0    30     1    15
 -1.0411043219415926E-01 a       596     0    30     1    16
  5.3266330990114847E-03 a       597     0    30     1    17
 -3.2555844098126091E-01 a       598     0    30     1    18
 -1.5917955396067096E-01 a       599     0    30     1    19
 -9.4564905371455940E-02 a       600     0    30     1    20
  9.4338133588834902E-02 a       601     0    31     1     1
  1.2048601194073767E-01 a       602     0    31     1     2
 -2.3090618724068582E-01 a       603     0    31     1     3
 -5.0645715958876993E-02 a       604     0    31     1     4
  6.5935417947216232E-02 a       605     0    31     1     5
  7.8167958144728891E-02 a       606     0    31     1     6
  2.7994370462132837E-02 a       607     0    31     1     7
  1.3312857113598731E-01 a       608     0    31     1     8
  4.4486234047565021E-02 a       609     0    31     1     9
  7.2470666997243180E-02 a       610     0    31     1    10
  1.5737314898401580E-01 a       611     0    31     1    11
  1.4770045016004717E-02 a       612     0    31     1    12
 -1.0504102255447494E-01 a       613     0    31     1    13
  1.4676904670618621E-01 a       614     0    31     1    14
 -2.4839142030608601E-02 a       615     0    31     1    15
 -2.2331654356010044E-01 a       616     0    31     1    16
 -1.5919333578350026E-01 a       617     0    31     1    17
 -5.0195425949218242E-01 a       618     0    31     1    18
  2.1901391284810116E-02 a       619     0    31     1    19
  1.5951441073958441E-03 a       620     0    31     1    20
  3.3199068809634885E-02 a       621     0    32     1     1
  3.0141055824798122E-02 a       622     0    32     1     2
 -1.2746626900905280E-02 a       623     0    32     1     3
 -4.1802378018613869E-02 a       624     0    32     1     4
  9.5116445373341130E-02 a       625     0    32     1     5
 -9.5701114551277555E-02 a       626     0    32     1     6
 -9.5501084422803251E-02 a       627     0    32     1     7
 -2.2377839804733766E-02 a       628     0    32     1     8
  1.5437643432377962E-01 a       629     0    32     1     9
  1.7620566371611079E-02 a       630     0    32     1    10
 -2.3724257475652630E-01 a       631     0    32     1    11
  1.8327368820010895E-01 a       632     0    32     1    12
  1.0735158516541649E-01 a       633     0    32     1    13
 -3.8427637864584384E-02 a       634     0    32     1    14
  5.9487145618167835E-02 a       635     0    32     1    15
 -2.8335292313559252E-01 a       636     0    32     1    16
  3.3723318852107204E-01 a       637     0    32     1    17
 -4.0116896491201076E-01 a       638     0    32     1    18
 -1.8067516597699668E-01 a       639     0    32     1    19
  2.0373604143142396E-01 a       640     0    32     1    20
  1.6701564616766992E-01 a       641     0    33     1     1
  1.8609165133538852E-01 a       642     0    33     1     2
  2.5479882282697836E-01 a       643     0    33     1     3
 -1.0451337442535870E-01 a       644     0    33     1     4
 -2.0248291353036726E-01 a       645     0    33     1     5
 -3.1346913449430985E-01 a       646     0    33     1     6
  1.2803496897252456E-01 a       647     0    33     1     7
 -1.9462871396129866E-01 a       648     0    33     1     8
  4.0138829278735182E-02 a       649     0    33     1     9
 -7.5464852780490158E-02 a       650     0    33     1    10
  1.1926320724778781E-01 a       651     0    33     1    11
 -3.5095372746934375E-02 a       652     0    33     1    12
 -2.4572804637216064E-01 a       653     0    33     1    13
  1.4626569674241915E-01 a       654     0    33     1    14
 -1.1764009136528716E-01 a       655     0    33     1    15
 -1.6223791337957243E-02 a       656     0    33     1    16
 -1.0286759560615710E-02 a       657     0    33     1    17
  2.2243837813605546E-01 a       658     0    33     1    18
  1.1918286862251715E-03 a       659     0    33     1    19
  1.4507100749467788E-01 a       660     0    33     1    20
 -2.7359599644258464E-01 a       661     0    34     1     1
 -1.9274925975892565E-01 a       662     0    34     1     2
 -1.8743314073573047E-01 a       663     0    34     1     3
  5.7970187560953602E-02 a       664     0    34     1     4
 -1.1536719334814538E-01 a       665     0    34     1     5
  4.2077391570676158E-02 a       666     0    34     1     6
  4.4413983645740583E-02 a       667     0    34     1     7
 -4.0539063857770993E-02 a       668     0    34     1     8
  2.0357163244054770E-02 a       669     0    34     1     9
  6.7788486494873871E-03 a       670     0    34     1    10
  1.3165984470260156E-02 a       671     0    34     1    11
  1.4817654066980016E-01 a       672     0    34     1    12
  1.0614615081710377E-01 a       673     0    34     1    13
  8.7297833483520951E-02 a       674     0    34     1    14
  3.6142091118577763E-01 a       675     0    34     1    15
  1.1515615468042920E-01 a       676     0    34     1    16
  2.7214506661182319E-01 a       677     0    34     1    17
 -2.2058885188856642E-01 a       678     0    34     1    18
  1.1867467561171829E-02 a       679     0    34     1    19
  6.8783034905527493E-02 a       680     0    34     1    20
 -8.3710437460833703E-02 a       681     0    35     1     1
 -2.6825781385115338E-01 a       682     0    35     1     2
  2.8166463730192570E-01 a       683     0    35     1     3
  1.1662774119922745E-01 a       684     0    35     1     4
  2.8710189220209648E-01 a       685     0    35     1     5
 -2.3831791037436201E-01 a       686     0    35     1     6
  6.1881517079888160E-01 a       687     0    35     1     7
 -1.5205898077662089E-01 a       688     0    35     1     8
 -3.2112986386677415E-02 a       689     0    35     1     9
 -1.7163757138839647E-01 a       690     0    35     1    10
  3.7052045714015003E-01 a       691     0    35     1    11
  2.3977240461445831E-01 a       692     0    35     1    12
  2.7444423307836835E-01 a       693     0    35     1    13
 -2.6008177068491839E-01 a       694     0    35     1    14
  4.1447498680125129E-02 a       695     0    35     1    15
 -1.2172741992942658E-01 a       696     0    35     1    16
  1.7874258896846629E-01 a       697     0    35     1    17
 -2.4697168339746667E-01 a       698     0    35     1    18
 -7.7859499414810032E-02 a       699     0    35     1    19
 -1.3773642140396536E-01 a       700     0    35     1    20
  1.5959039389577004E-01 a       701     0    36     1     1
  2.0089566978186271E-01 a       702     0    36     1     2
 -1.7886223695157052E-01 a       703     0    36     1     3
  4.5717683771233510E-02 a       704     0    36     1     4
 -2.1340267339086930E-01 a       705     0    36     1     5
  5.7012495870501285E-02 a       706     0    36     1     6
  2.2767607611354093E-01 a       707     0    36     1     7
 -2.4828896500077832E-01 a       708     0    36     1     8
  1.3488266519474890E-01 a       709     0    36     1     9
 -1.1556006875647609E-01 a       710     0    36     1    10
 -2.3129498839538093E-01 a       711     0    36     1    11
  2.4136418512506325E-02 a       712     0    36     1    12
 -1.5526256655433010E-01 a       713     0    36     1    13
 -1.1932711890543642E-01 a       714     0    36     1    14
 -2.1601349157483135E-01 a       715     0    36     1    15
  1.9687157532194877E-01 a       716     0    36     1    16
  2.1646437520681897E-01 a       717     0    36     1    17
  8.4620193762336204E-02 a       718     0    36     1    18
 -4.2465588889562832E-02 a       719     0    36     1    19
 -1.8568464507259791E-01 a       720     0    36     1    20
  2.0809171648523306E-01 a       721     0    37     1     1
  3.2924192151619369E-03 a       722     0    37     1     2
 -7.9421604672794931E-03 a       723     0    37     1     3
 -2.2573482945412024E-01 a       724     0    37     1     4
 -8.6816122153316938E-02 a       725     0    37     1     5
 -2.6353505475439014E-02 a       726     0    37     1     6
  1.1091219637231729E-01 a       727     0    37     1     7
 -3.5010094770558176E-01 a       728     0    37     1     8
 -9.1764693841651535E-02 a       729     0    37     1     9
  3.1291135038919631E-03 a       730     0    37     1    10
  1.5277248814998962E-01 a       731     0    37     1    11
  1.2520156867137669E-01 a       732     0    37     1    12
  1.5197494216904744E-01 a       733     0    37     1    13
 -9.3857383052990864E-02 a       734     0    37     1    14
 -6.3159317247847305E-02 a       735     0    37     1    15
 -9.4445365276458984E-02 a       736     0    37     1    16
  1.1651225121659774E-01 a       737     0    37     1    17
  2.7963341487585482E-02 a       738     0    37     1    18
  1.1392551243774600E-01 a       739     0    37     1    19
 -8.9699467764315269E-02 a       740     0    37     1    20
 -1.6823587996311795E-01 a       741     0    38     1     1
 -2.0135614530799745E-01 a       742     0    38     1     2
 -5.5290026386045597E-02 a       743     0    38     1     3
 -1.1569680935741054E-01 a       744     0    38     1     4
 -2.4811513640404133E-02 a       745     0    38     1     5
 -1.8376576140596454E-01 a       746     0    38     1     6
  1.6292241845115116E-02 a       747     0    38     1     7
 -2.5963505311918844E-01 a       748     0    38     1     8
 -5.6025472687147644E-02 a       749     0    38     1     9
  6.3368377298913495E-02 a       750     0    38     1    10
 -1.5036768617878860E-01 a       751     0    38     1    11
 -1.7049160941402733E-01 a       752     0    38     1    12
  3.1176559538886064E-02 a       753     0    38     1    13
 -1.8348498369033456E-01 a       754     0    38     1    14
 -6.5343020247913844E-02 a       755     0    38     1    15
  9.6504180486390131E-02 a       756     0    38     1    16
  2.0949325047537842E-01 a       757     0    38     1    17
  2.4379999203029312E-02 a       758     0    38     1    18
 -1.9057542632960298E-01 a       759     0    38     1    19
  1.6186917947787863E-01 a       760     0    38     1    20
 -3.0748931245658284E-01 a       761     0    39     1     1
 -9.4310384892399776E-02 a       762     0    39     1     2
 -1.3986552010460496E-01 a       763     0    39     1     3
  1.0072727263272779E-01 a       764     0    39     1     4
  2.6533906177603644E-01 a       765     0    39     1     5
 -3.2811893916333312E-01 a       766     0    39     1     6
  2.0897367573514281E-01 a       767     0    39     1     7
 -1.0815336544382635E-01 a       768     0    39     1     8
 -3.2959170117332806E-02 a       769     0    39     1     9
 -2.2292561977873049E-02 a       770     0    39     1    10
  2.8446006393341911E-01 a       771     0    39     1    11
 -1.4387285010413978E-02 a       772     0    39     1    12
  1.5728137333473224E-01 a       773     0    39     1    13
 -3.9576965009232112E-01 a       774     0    39     1    14
  3.4796001553603334E-01 a       775     0    39     1    15
 -1.1639428153977965E-01 a       776     0    39     1    16
 -4.2502344612386049E-02 a       777     0    39     1    17
 -3.4408304454464311E-01 a       778     0    39     1    18
 -2.4692785725436689E-01 a       779     0    39     1    19
  6.1192928891910713E-02 a       780     0    39     1    20
  1.6567656539033404E-01 a       781     0    40     1     1
  2.2781605119468758E-02 a       782     0    40     1     2
  1.3853917703476375E-02 a       783     0    40     1     3
  6.9579416520181925E-03 a       784     0    40     1     4
 -2.1856505558791084E-01 a       785     0    40     1     5
 -3.1738029887422431E-01 a       786     0    40     1     6
  1.5800043699301650E-01 a       787     0    40     1     7
 -5.3305017249462752E-02 a       788     0    40     1     8
  1.6892729878669302E-01 a       789     0    40     1     9
 -1.0620383463806399E-01 a       790     0    40     1    10
  1.2518748854289921E-01 a       791     0    40     1    11
  3.1008631045620228E-02 a       792     0    40     1    12
 -1.2306050186980515E-01 a       793     0    40     1    13
 -7.6318026444468041E-03 a       794     0    40     1    14
 -4.1207115216035858E-02 a       795     0    40     1    15
  7.5505529787100442E-02 a       796     0    40     1    16
  3.2939848983478862E-02 a       797     0    40     1    17
  2.8078175367498480E-02 a       798     0    40     1    18
 -1.1878324157557897E-01 a       799     0    40     1    19
  1.0949612389600846E-02 a       800     0    40     1    20
 -8.0572052508223607E-02 a       801     0    41     1     1
 -7.5745756347970886E-02 a       802     0    41     1     2
 -3.2545902951664635E-01 a       803     0    41     1     3
  7.5285863162419836E-02 a       804     0    41     1     4
  5.7562399287699122E-02 a       805     0    41     1     5
 -1.3457498666336440E-01 a       806     0    41     1     6
  1.3406583801265173E-01 a       807     0    41     1     7
 -3.3260442283390190E-01 a       808     0    41     1     8
  1.6211388745331573E-01 a       809     0    41     1     9
  2.7805062391668972E-01 a       810     0    41     1    10
 -8.7594476905560215E-02 a       811     0    41     1    11
 -2.4301591259256686E-01 a       812     0    41     1    12
  1.7570099377817286E-01 a       813     0    41     1    13
 -1.0405276375409962E-01 a       814     0    41     1    14
  3.3139081942088117E-01 a       815     0    41     1    15
  5.3132333994265262E-03 a       816     0    41     1    16
  3.5176104559476268E-01 a       817     0    41     1    17
 -5.0129166771612432E-01 a       818     0    41     1    18
 -3.6635690781623056E-02 a       819     0    41     1    19
  1.9978406319689185E-01 a       820     0    41     1    20
 -1.2918909782590798E-01 a       821     0    42     1     1
  1.3431077777265274E-01 a       822     0    42     1     2
  6.7140369915944423E-02 a       823     0    42     1     3
  1.5959168718198752E-01 a       824     0    42     1     4
  8.2877284304012887E-03 a       825     0    42     1     5
 -7.1017985239141582E-04 a       826     0    42     1     6
 -2.7436714070683266E-02 a       827     0    42     1     7
 -1.1976969917658743E-01 a       828     0    42     1     8
 -9.2286959848575864E-02 a       829     0    42     1     9
  4.6484501895609910E-02 a       830     0    42     1    10
  2.3630249321025771E-02 a       831     0    42     1    11
 -3.4411390237094316E-02 a       832     0    42     1    12
  1.5406388455367856E-01 a       833     0    42     1    13
 -2.0639710318311769E-01 a       834     0    42     1    14
 -6.4448387787699735E-02 a       835     0    42     1    15
 -2.4057808863177790E-01 a       836     0    42     1    16
  4.8748867255545010E-02 a       837     0    42     1    17
 -2.0565732962727859E-01 a       838     0    42     1    18
 -1.7747733342840322E-01 a       839     0    42     1    19
  2.6210565595053047E-02 a       840     0    42     1    20
  6.2341147675388481E-02 a       841     0    43     1     1
 -2.3354889327005279E-01 a       842     0    43     1     2
 -9.5288314777287247E-02 a       843     0    43     1     3
 -1.2684535581576717E-01 a       844     0    43     1     4
 -1.6397999109455241E-01 a       845     0    43     1     5
 -3.5370729894663977E-01 a       846     0    43     1     6
 -1.3243937555165368E-02 a       847     0    43     1     7
 -7.2297368498388900E-02 a       848     0    43     1     8
 -2.7561219345938963E-02 a       849     0    43     1     9
  8.5503828803145512E-02 a       850     0    43     1    10
 -8.0010084824441191E-02 a       851     0    43     1    11
 -5.4269126197352670E-02 a       852     0    43     1    12
 -1.0595925379362428E-01 a       853     0    43     1    13
  1.8228147633588124E-01 a       854     0    43     1    14
  1.0653694297961862E-01 a       855     0    43     1    15
  2.7551337693603600E-01 a       856     0    43     1    16
 -1.1963553724686719E-01 a       857     0    43     1    17
 -2.0835042635849432E-01 a       858     0    43     1    18
 -1.3489413416407883E-01 a       859     0    43     1    19
  1.0549969072947125E-01 a       860     0    43     1    20
 -8.1450987903484789E-02 a       861     0    44     1     1
  1.1255330092155816E-01 a       862     0    44     1     2
 -1.7543963504498199E-02 a       863     0    44     1     3
  1.6366072683007804E-01 a       864     0    44     1     4
  5.4909511362061549E-02 a       865     0    44     1     5
 -1.4065687303993402E-01 a       866     0    44     1     6
  1.4532131618018240E-01 a       867     0    44     1     7
 -6.6202091542172284E-02 a       868     0    44     1     8
 -2.7348802829334823E-01 a       869     0    44     1     9
 -3.4896835302284129E-01 a       870     0    44     1    10
  2.2981399334530275E-01 a       871     0    44     1    11
 -1.3423476526913194E-01 a       872     0    44     1    12
 -1.4703845062196341E-01 a       873     0    44     1    13
 -3.1037272471379523E-01 a       874     0    44     1    14
 -1.5325238328499483E-01 a       875     0    44     1    15
 -2.0850742236761011E-01 a       876     0    44     1    16
  9.8051095811662145E-02 a       877     0    44     1    17
 -1.7909694877673038E-01 a       878     0    44     1    18
  1.8681564544513088E-01 a       879     0    44     1    19
 -3.0716058040277838E-01 a       880     0    44     1    20
 -1.1704515124732866E-03 a       881     0    45     1     1
  4.0044977598782269E-02 a       882     0    45     1     2
  2.2441623702237487E-01 a       883     0    45     1     3
  1.5347778646381910E-01 a       884     0    45     1     4
  2.2478912723870228E-02 a       885     0    45     1     5
  3.3523677877069009E-02 a       886     0    45     1     6
  2.3510647833685613E-01 a       887     0    45     1     7
 -1.0638135775530588E-01 a       888     0    45     1     8
 -8.5408137442447973E-03 a       889     0    45     1     9
 -8.8787046930304495E-02 a       890     0    45     1    10
 -7.8093007912446361E-02 a       891     0    45     1    11
 -3.0379477188017673E-01 a       892     0    45     1    12
  6.0985429246448938E-02 a       893     0    45     1    13
 -6.9910658984776886E-02 a       894     0    45     1    14
 -1.3328733790683756E-01 a       895     0    45     1    15
 -1.8836193270606119E-01 a       896     0    45     1    16
 -1.4430494727245130E-01 a       897     0    45     1    17
  2.4309941483892386E-01 a       898     0    45     1    18
  4.5286029764102793E-02 a       899     0    45     1    19
 -1.8721065840786305E-01 a       900     0    45     1    20
 -1.9284126590534337E-01 a       901     0    46     1     1
 -1.0813370532238963E-01 a       902     0    46     1     2
  1.3288237787654042E-01 a       903     0    46     1     3
 -1.7142631689385274E-01 a       904     0    46     1     4
 -5.1925696109592641E-02 a       905     0    46     1     5
  2.3480484653704312E-01 a       906     0    46     1     6
  4.8578846656621245E-02 a       907     0    46     1     7
 -6.9832508745646629E-02 a       908     0    46     1     8
 -1.7280376888181784E-01 a       909     0    46     1     9
 -9.8723231624326349E-02 a       910     0    46     1    10
 -6.1937231289071791E-03 a       911     0    46     1    11
 -1.2595050387133475E-01 a       912     0    46     1    12
  7.7771474700345622E-02 a       913     0    46     1    13
  6.3569734905062181E-02 a       914     0    46     1    14
  9.9796886543809818E-02 a       915     0    46     1    15
  6.4212950672147981E-02 a       916     0    46     1    16
  6.7598711594641550E-02 a       917     0    46     1    17
  9.4055754879357176E-02 a       918     0    46     1    18
 -1.5651709507511352E-01 a       919     0    46     1    19
 -8.6142322950590461E-02 a       920     0    46     1    20
  1.9747973732800322E-01 a       921     0    47     1     1
 -1.2207291951287970E-01 a       922     0    47     1     2
 -2.5103419318600539E-01 a       923     0    47     1     3
  3.2261058005020538E-01 a       924     0    47     1     4
  1.5534832731591497E-01 a       925     0    47     1     5
 -1.1859046330381581E-01 a       926     0    47     1     6
 -1.6593037870694355E-01 a       927     0    47     1     7
  1.0885755519998533E-01 a       928     0    47     1     8
  2.7122517112860036E-02 a       929     0    47     1     9
 -2.1748321645237167E-01 a       930     0    47     1    10
  2.3667657863116167E-02 a       931     0    47     1    11
 -2.6104206390799325E-02 a       932     0    47     1    12
  1.2900254388608373E-01 a       933     0    47     1    13
  1.4448204478681106E-02 a       934     0    47     1    14
 -2.1188098099302682E-01 a       935     0    47     1    15
 -1.6100810706638680E-01 a       936     0    47     1    16
 -2.1360475445195041E-02 a       937     0    47     1    17
  1.0095525501127629E-01 a       938     0    47     1    18
 -1.7857399090728260E-01 a       939     0    47     1    19
  4.5362718150972044E-02 a       940     0    47     1    20
  5.3587958889366703E-02 a       941     0    48     1     1
 -3.9519121069934979E-02 a       942     0    48     1     2
 -1.1512434150076176E-01 a       943     0    48     1     3
 -1.3087968654205381E-01 a       944     0    48     1     4
  8.3876434541388267E-02 a       945     0    48     1     5
  3.4779547798698129E-01 a       946     0    48     1     6
  3.9008922763973185E-02 a       947     0    48     1     7
 -1.1809387681871575E-01 a       948     0    48     1     8
 -2.1527189795455287E-02 a       949     0    48     1     9
  1.4349831333233720E-01 a       950     0    48     1    10
 -4.4473381588962593E-02 a       951     0    48     1    11
  7.7072937299610414E-02 a       952     0    48     1    12
  3.7767693819303762E-02 a       953     0    48     1    13
  7.8058890290089904E-03 a       954     0    48     1    14
 -3.0472948594480440E-02 a       955     0    48     1    15
  1.6891504019887333E-02 a       956     0    48     1    16
  1.4501162607525117E-01 a       957     0    48     1    17
  2.0451396729818330E-01 a       958     0    48     1    18
  1.4981849242755418E-01 a       959     0    48     1    19
 -1.5335729870617698E-01 a       960     0    48     1    20
 -7.4875045869968140E-02 a       961     0    49     1     1
 -2.2949515609288143E-01 a       962     0    49     1     2
 -3.2806139490424735E-01 a       963     0    49     1     3
  1.5482445358633865E-01 a       964     0    49     1     4
  6.5101484584838387E-02 a       965     0    49     1     5
 -1.3972396287426601E-02 a       966     0    49     1     6
 -9.0654123103672060E-02 a       967     0    49     1     7
  7.1651395310726035E-02 a       968     0    49     1     8
 -2.0481789332851905E-01 a       969     0    49     1     9
 -2.4286192609869345E-01 a       970     0    49     1    10
  1.2397630704015464E-01 a       971     0    49     1    11
  3.2830045535592392E-02 a       972     0    49     1    12
  1.3723449822658190E-01 a       973     0    49     1    13
 -1.1509185604419145E-01 a       974     0    49     1    14
 -1.4235344253530380E-01 a       975     0    49     1    15
 -3.3078309879864515E-02 a       976     0    49     1    16
  2.2939810823123677E-01 a       977     0    49     1    17
 -1.0232754864203250E-01 a       978     0    49     1    18
 -9.9480410548681508E-02 a       979     0    49     1    19
  1.7808139505637213E-01 a       980     0    49     1    20
  1.5593120422355303E-01 a       981     0    50     1     1
  1.4618031659091246E-01 a       982     0    50     1     2
 -1.3016226116967727E-01 a       983     0    50     1     3
  4.4867995812299187E-02 a       984     0    50     1     4
 -1.6407030822068117E-01 a       985     0    50     1     5
  2.4375797056980852E-01 a       986     0    50     1     6
 -2.7337837053804409E-01 a       987     0    50     1     7
  2.2713400329888375E-02 a       988     0    50     1     8
  1.2214456392139318E-01 a       989     0    50     1     9
 -1.0619273991364775E-01 a       990     0    50     1    10
  4.1938511438486238E-02 a       991     0    50     1    11
  6.3871954833301839E-02 a       992     0    50     1    12
 -8.9099866455983959E-02 a       993     0    50     1    13
  1.5440125280892225E-01 a       994     0    50     1    14
  1.5525630228477202E-01 a       995     0    50     1    15
 -1.1487329514438857E-01 a       996     0    50     1    16
 -1.3556960293071016E-01 a       997     0    50     1    17
  1.0387627896646900E-01 a       998     0    50     1    18
  2.1761491458833229E-02 a       999     0    50     1    19
 -1.2378413741935379E-01 a      1000     0    50     1    20
  2.8007218594937929E-02 a      1001     0    51     1     1
 -2.1762322471684456E-01 a      1002     0    51     1     2
 -2.3217055104435944E-01 a      1003     0    51     1     3
 -9.8064234023499466E-02 a      1004     0    51     1     4
 -4.0714799949065780E-02 a      1005     0    51     1     5
  1.0411174076873518E-01 a      1006     0    51     1     6
  1.2838774356083860E-01 a      1007     0    51     1     7
 -2.6333568628161958E-02 a      1008     0    51     1     8
 -3.2021163357300327E-02 a      1009     0    51     1     9
 -4.1201095350637706E-02 a      1010     0    51     1    10
 -9.0722534676310584E-02 a      1011     0    51     1    11
 -1.8958229600127294E-01 a      1012     0    51     1    12
 -3.4258216533076445E-02 a      1013     0    51     1    13
 -1.3301631710856948E-01 a      1014     0    51     1    14
  1.0481850831632415E-01 a      1015     0    51     1    15
 -2.4451023987879708E-01 a      1016     0    51     1    16
 -1.4999130383329848E-01 a      1017     0    51     1    17
 -7.2143622059743118E-02 a      1018     0    51     1    18
 -1.4040944824350542E-02 a      1019     0    51     1    19
  7.9752895006388158E-02 a      1020     0    51     1    20
  2.1298610989113678E-01 a      1021     0    52     1     1
  2.8399349840354187E-04 a      1022     0    52     1     2
  4.6319160378494241E-02 a      1023     0    52     1     3
  2.2917852521994747E-01 a      1024     0    52     1     4
 -1.6267077140317240E-01 a      1025     0    52     1     5
 -4.5526532134098394E-02 a      1026     0    52     1     6
  1.5096974599267366E-02 a      1027     0    52     1     7
  1.3628182923049789E-01 a      1028     0    52     1     8
 -3.1414868295228052E-03 a      1029     0    52     1     9
 -4.9298037949823188E-02 a      1030     0    52     1    10
 -1.7572698712489784E-01 a      1031     0    52     1    11
  9.0232058470691032E-02 a      1032     0    52     1    12
  1.9679562646297642E-02 a      1033     0    52     1    13
 -5.2638062062263583E-02 a      1034     0    52     1    14
  1.6328878530542995E-01 a      1035     0    52     1    15
  1.2279445264292524E-02 a      1036     0    52     1    16
 -2.5301604010020917E-01 a      1037     0    52     1    17
  6.4685068416096184E-02 a      1038     0    52     1    18
 -7.4094319618329310E-02 a      1039     0    52     1    19
