################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -9.7564632226152415E-02 a        45     0     3     1     5
 -1.5146128433649880E-01 a        46     0     3     1     6
 -6.3805770719205945E-01 a        47     0     3     1     7
  5.0748861412847146E-01 a        48     0     3     1     8
  1.6000636347291033E-01 a        49     0     3     1     9
  4.9617212934104005E-01 a        50     0     3     1    10
 -5.7322553815340493E-01 a        51     0     3     1    11
  5.7178234850412424E-01 a        52     0     3     1    12
 -6.7134611141437636E-02 a        53     0     3     1    13
 -3.4680386513331535E-01 a        54     0     3     1    14
  9.1711099946720331E-02 a        55     0     3     1    15
  5.8946734585222915E-01 a        56     0     3     1    16
 -2.9404129456205530E-01 a        57     0     3     1    17
 -7.4444302316286654E-02 a        58     0     3     1    18
  7.5600022709516834E-01 a        59     0     3     1    19
  1.2509434427132013E-01 a        60     0     3     1    20
  5.7499870919077434E-01 a        61     0     4     1     1
  6.3315245597230019E-01 a        62     0     4     1     2
 -6.7560688211465644E-02 a        63     0     4     1     3
 -1.0062447582785919E-02 a        64     0     4     1     4
  2.6622751047880588E-01 a        65     0     4     1     5
  2.5366528565212793E-01 a        66     0     4     1     6
  1.0561058458811687E+00 a        67     0     4     1     7
 -4.9466516803380635E-02 a        68     0     4     1     8
  2.5873862121697105E-02 a        69     0     4     1     9
 -2.8911487600362518E-01 a        70     0     4     1    10
  5.9917059099634773E-01 a        71     0     4     1    11
 -2.5605900616704741E-01 a        72     0     4     1    12
 -3.0805223550321609E-01 a        73     0     4     1    13
  3.0034700436614098E-01 a        74     0     4     1    14
 -5.0244888803106658E-01 a        75     0     4     1    15
 -8.0923783946204508E-01 a        76     0     4     1    16
  1.1676632630632093E+00 a        77     0     4     1    17
 -4.7939874321347935E-02 a        78     0     4     1    18
 -7.3375244606896028E-01 a        79     0     4     1    19
  5.8654694744658113E-02 a        80     0     4     1    20
 -2.2076992930362579E-01 a        81     0     5     1     1
 -4.7792554046108532E-01 a        82     0     5     1     2
 -1.0140143225065175E+00 a        83     0     5     1     3
 -4.1983557729704224E-01 a        84     0     5     1     4
  3.5954349494702040E-02 a        85     0     5     1     5
  7.6340431495288419E-01 a        86     0     5     1     6
 -1.4602388638724093E+00 a        87     0     5     1     7
 -2.9914626357400707E+00 a        88     0     5     1     8
 -8.7486372427861558E-01 a        89     0     5     1     9
 -7.6960170871427080E-01 a        90     0     5     1    10
 -1.0236594245106914E+00 a        91     0     5     1    11
 -1.0648032664823166E+00 a        92     0     5     1    12
  7.3112432717531739E-01 a        93     0     5     1    13
  5.0619785757828606E-01 a        94     0     5     1    14
  1.5050880812387368E+00 a        95     0     5     1    15
 -7.0103375630779108E-01 a        96     0     5     1    16
 -4.2945311103212785E-01 a        97     0     5     1    17
  1.2476567393328475E+00 a        98     0     5     1    18
  5.7662154023631840E-01 a        99     0     5     1    19
  5.2203019633781411E-01 a       100     0     5     1    20
  9.3562734525063598E-02 a       101     0     6     1     1
  2.2480646322588843E-01 a       102     0     6     1     2
  3.3916325623070454E-01 a       103     0     6     1     3
  1.7276412535983801E-01 a       104     0     6     1     4
 -1.8040058922528018E-01 a       105     0     6     1     5
 -4.9871282765129926E-01 a       106     0     6     1     6
  3.5702819957666770E-01 a       107     0     6     1     7
 -2.7825402391443244E-01 a       108     0     6     1     8
 -3.3924541626663901E-01 a       109     0     6     1     9
  4.7098606518352787E-01 a       110     0     6     1    10
  6.5785470614268460E-01 a       111     0     6     1    11
 -9.3854739083161665E-02 a       112     0     6     1    12
  7.0086910884510745E-02 a       113     0     6     1    13
 -7.7895134785687242E-02 a       114     0     6     1    14
  2.3626188048985108E-01 a       115     0     6     1    15
  3.6914330695902731E-01 a       116     0     6     1    16
  9.2026281854163776E-03 a       117     0     6     1    17
 -7.3779176627553777E-01 a       118     0     6     1    18
 -2.2714813710408699E-01 a       119     0     6     1    19
  7.3724574086217062E-02 a       120     0     6     1    20
  2.1771216941998415E-03 a       121     0     7     1     1
  5.1026235983835788E-01 a       122     0     7     1     2
  3.5491622209485979E-01 a       123     0     7     1     3
  6.0505158123321190E-01 a       124     0     7     1     4
 -1.1503038194085630E-01 a       125     0     7     1     5
 -3.1878648562787126E-01 a       126     0     7     1     6
  4.4274454237576566E-01 a       127     0     7     1     7
  6.5585473915787973E-01 a       128     0     7     1     8
 -3.5758008198596908E-01 a       129     0     7     1     9
 -4.7220773605484531E-02 a       130     0     7     1    10
 -2.2862946910053413E-02 a       131     0     7     1    11
 -3.6602258096470042E-01 a       132     0     7     1    12
 -1.1744005533269293E+00 a       133     0     7     1    13
  1.2761212222135485E-01 a       134     0     7     1    14
  3.1015317750675631E-01 a       135     0     7     1    15
 -5.4291248599488384E-01 a       136     0     7     1    16
 -3.9543961722720310E-02 a       137     0     7     1    17
  8.6242184425405655E-01 a       138     0     7     1    18
 -4.6513861512853494E-01 a       139     0     7     1    19
 -4.1211531811615063E-02 a       140     0     7     1    20
 -7.4215184865643394E-02 a       141     0     8     1     1
 -1.5794395208645649E-02 a       142     0     8     1     2
  5.7208240242998754E-02 a       143     0     8     1     3
 -1.8826603664334074E-01 a       144     0     8     1     4
 -2.2217587596182847E-01 a       145     0     8     1     5
  1.3092937875699803E-01 a       146     0     8     1     6
  1.5001697542128678E-01 a       147     0     8     1     7
  2.4953956492574730E-01 a       148     0     8     1     8
 -1.9197151303229864E-02 a       149     0     8     1     9
  6.0392453836165240E-02 a       150     0     8     1    10
  1.4959961961442841E-01 a       151     0     8     1    11
 -5.4694607220585299E-02 a       152     0     8     1    12
  2.1576527176449037E-01 a       153     0     8     1    13
  1.1286540909516853E-01 a       154     0     8     1    14
 -5.9824500127774675E-02 a       155     0     8     1    15
  1.0761688598486449E-01 a       156     0     8     1    16
 -1.2691130548101612E-01 a       157     0     8     1    17
 -3.1150286072028177E-01 a       158     0     8     1    18
 -1.9727667804565999E-01 a       159     0     8     1    19
 -1.7904495838513382E-01 a       160     0     8     1    20
  2.0303337098871865E-01 a       161     0     9     1     1
  2.8877229551891387E-01 a       162     0     9     1     2
  3.7045202316310843E-01 a       163     0     9     1     3
 -3.6993275953267839E-02 a       164     0     9     1     4
  1.8665432920558278E-02 a       165     0     9     1     5
 -1.2349125094549918E-01 a       166     0     9     1     6
  2.4906556301666727E-01 a       167     0     9     1     7
 -2.7331379112757165E-01 a       168     0     9     1     8
 -3.7848653513160857E-01 a       169     0     9     1     9
  9.7739295596347517E-02 a       170     0     9     1    10
  1.5034747553139680E-01 a       171     0     9     1    11
 -1.7300237388762935E-01 a       172     0     9     1    12
 -2.1674842408498673E-01 a       173     0     9     1    13
 -1.0346626319775432E-01 a       174     0     9     1    14
  1.1918746512842239E-01 a       175     0     9     1    15
  1.3724367685271580E-01 a       176     0     9     1    16
  2.1504963479996819E-01 a       177     0     9     1    17
 -2.9555764433730420E-03 a       178     0     9     1    18
 -3.1848116946898047E-01 a       179     0     9     1    19
  1.1607305878570681E-01 a       180     0     9     1    20
 -3.5271814257508596E-02 a       181     0    10     1     1
  7.2923588597764349E-02 a       182     0    10     1     2
 -3.7928046322196157E-01 a       183     0    10     1     3
  1.3031332914322058E-01 a       184     0    10     1     4
  2.4035047085001141E-01 a       185     0    10     1     5
 -2.9933041723738713E-01 a       186     0    10     1     6
 -6.5237786773377160E-01 a       187     0    10     1     7
  2.9200642024798229E-01 a       188     0    10     1     8
  1.3830834119119703E-01 a       189     0    10     1     9
  5.9053218147314068E-02 a       190     0    10     1    10
  1.3460117734846830E-01 a       191     0    10     1    11
  4.9711353445876197E-02 a       192     0    10     1    12
  2.4023196933885471E-01 a       193     0    10     1    13
 -9.4065446327638233E-02 a       194     0    10     1    14
  5.9298286260778910E-01 a       195     0    10     1    15
 -2.4695654395072913E-01 a       196     0    10     1    16
 -1.4343800836430098E-01 a       197     0    10     1    17
 -1.5451253250595343E-01 a       198     0    10     1    18
  4.4785807595315796E-01 a       199     0    10     1    19
  5.2802775401940699E-02 a       200     0    10     1    20
 -2.2996040457850608E-01 a       201     0    11     1     1
 -2.1302576779045818E-01 a       202     0    11     1     2
  7.5940014806436279E-02 a       203     0    11     1     3
 -1.2211972019932718E-02 a       204     0    11     1     4
  1.0935630716707860E-02 a       205     0    11     1     5
 -8.0853842180065832E-02 a       206     0    11     1     6
 -4.9491458757550644E-01 a       207     0    11     1     7
  3.0498109175818022E-01 a       208     0    11     1     8
  3.4312613718579399E-01 a       209     0    11     1     9
  1.5593098581967674E-01 a       210     0    11     1    10
 -4.5651285343886894E-01 a       211     0    11     1    11
  3.6960826081167192E-01 a       212     0    11     1    12
  1.4760825801238203E-01 a       213     0    11     1    13
 -3.0705351277585480E-01 a       214     0    11     1    14
 -6.7664213151791955E-02 a       215     0    11     1    15
  2.8271354498299245E-01 a       216     0    11     1    16
 -4.8559888888521469E-01 a       217     0    11     1    17
  5.9718201307272380E-02 a       218     0    11     1    18
  3.6035254334239880E-01 a       219     0    11     1    19
 -1.8287862863991164E-01 a       220     0    11     1    20
  2.7151992256074381E-01 a       221     0    12     1     1
  3.7820841469775535E-01 a       222     0    12     1     2
  2.7216749779495525E-01 a       223     0    12     1     3
 -6.0596919614329961E-02 a       224     0    12     1     4
 -2.2371925632601886E-01 a       225     0    12     1     5
 -4.8396452699871756E-01 a       226     0    12     1     6
  2.3283382453778906E-01 a       227     0    12     1     7
 -5.3885611622178298E-01 a       228     0    12     1     8
 -3.2135507945111202E-01 a       229     0    12     1     9
  5.1008565719047050E-01 a       230     0    12     1    10
  7.0993362032370633E-01 a       231     0    12     1    11
 -1.3874017069985056E-01 a       232     0    12     1    12
 -4.9234322272127304E-02 a       233     0    12     1    13
 -2.9734156670984097E-01 a       234     0    12     1    14
  1.0513091459054760E-01 a       235     0    12     1    15
  3.4514306596802347E-01 a       236     0    12     1    16
  1.7844611307827532E-01 a       237     0    12     1    17
 -4.3055189776514086E-01 a       238     0    12     1    18
 -5.0968722354339968E-01 a       239     0    12     1    19
  3.1473581941096962E-01 a       240     0    12     1    20
 -2.2822044355248780E-01 a       241     0    13     1     1
  3.3632948329242573E-01 a       242     0    13     1     2
  4.3313058053455883E-01 a       243     0    13     1     3
  6.2990161051523319E-01 a       244     0    13     1     4
  8.3490288617451391E-02 a       245     0    13     1     5
 -1.3442323661219718E-01 a       246     0    13     1     6
  5.1017601647318001E-01 a       247     0    13     1     7
  2.2878765638313353E-01 a       248     0    13     1     8
 -3.3571896653097955E-01 a       249     0    13     1     9
  9.6775214019270750E-02 a       250     0    13     1    10
 -3.6170876185833295E-01 a       251     0    13     1    11
 -4.2586577921037105E-01 a       252     0    13     1    12
 -1.1963843709584636E+00 a       253     0    13     1    13
  1.3731572206391815E-01 a       254     0    13     1    14
 -1.3830244821043383E-02 a       255     0    13     1    15
 -6.1120460061445869E-01 a       256     0    13     1    16
  9.2723198510696325E-02 a       257     0    13     1    17
  6.6860241377799134E-01 a       258     0    13     1    18
 -6.1360697936000341E-01 a       259     0    13     1    19
 -5.8350304704266678E-03 a       260     0    13     1    20
 -2.5240612369500110E-03 a       261     0    14     1     1
  1.3828109193672289E-01 a       262     0    14     1     2
 -1.0223750868276202E-01 a       263     0    14     1     3
  2.6005788628136770E-02 a       264     0    14     1     4
 -8.6903953954254751E-02 a       265     0    14     1     5
  2.0414214000427419E-01 a       266     0    14     1     6
  1.6507155136340612E-01 a       267     0    14     1     7
  3.7808344213532769E-01 a       268     0    14     1     8
 -2.4917626099131573E-02 a       269     0    14     1     9
  1.0091501712876996E-01 a       270     0    14     1    10
  9.9903313869779313E-04 a       271     0    14     1    11
 -1.7436337176997507E-02 a       272     0    14     1    12
  6.9586885504553178E-02 a       273     0    14     1    13
  5.6710186587107365E-02 a       274     0    14     1    14
 -5.1140853826335972E-02 a       275     0    14     1    15
 -2.0295670107867098E-01 a       276     0    14     1    16
 -1.0952256455981947E-01 a       277     0    14     1    17
 -3.7509314111090213E-03 a       278     0    14     1    18
 -2.6807419472608768E-01 a       279     0    14     1    19
 -2.5400597356031895E-01 a       280     0    14     1    20
  2.5320814912566580E-01 a       281     0    15     1     1
  4.5636567115193155E-01 a       282     0    15     1     2
  1.5448212895667424E-01 a       283     0    15     1     3
 -3.5386193750622533E-02 a       284     0    15     1     4
 -3.7015597954021540E-01 a       285     0    15     1     5
 -2.8754861619238403E-01 a       286     0    15     1     6
  1.5377620445872719E-01 a       287     0    15     1     7
  1.6293722950494093E-02 a       288     0    15     1     8
 -3.6155531345090619E-01 a       289     0    15     1     9
 -7.2488365711415280E-03 a       290     0    15     1    10
 -3.8665828755103000E-02 a       291     0    15     1    11
 -3.0129259257910640E-01 a       292     0    15     1    12
 -1.8399156614345749E-01 a       293     0    15     1    13
  2.6678870729940080E-01 a       294     0    15     1    14
 -2.3629312035450162E-01 a       295     0    15     1    15
 -3.1005291007814465E-02 a       296     0    15     1    16
 -1.0319768170761345E-01 a       297     0    15     1    17
 -1.4116316140809823E-01 a       298     0    15     1    18
 -2.0188055004382369E-01 a       299     0    15     1    19
 -1.1504051369467166E-01 a       300     0    15     1    20
 -1.0760967268318991E-01 a       301     0    16     1     1
 -8.6883551549162261E-02 a       302     0    16     1     2
  2.1603082118780603E-01 a       303     0    16     1     3
  4.1897050636995214E-01 a       304     0    16     1     4
  6.7360493598534179E-03 a       305     0    16     1     5
 -1.5734503964036972E-01 a       306     0    16     1     6
  1.9677632034672046E-01 a       307     0    16     1     7
 -9.6062558106018867E-02 a       308     0    16     1     8
  8.0492884460808944E-03 a       309     0    16     1     9
  3.6167663590820676E-01 a       310     0    16     1    10
 -3.3909776659835694E-01 a       311     0    16     1    11
 -5.7762176570095247E-02 a       312     0    16     1    12
 -3.0197083379250156E-01 a       313     0    16     1    13
  4.2114929802392398E-01 a       314     0    16     1    14
  2.3995262688124636E-01 a       315     0    16     1    15
 -1.8645378278477773E-01 a       316     0    16     1    16
 -5.3497223396710525E-01 a       317     0    16     1    17
  4.9410677236383604E-01 a       318     0    16     1    18
 -5.2865245467083613E-02 a       319     0    16     1    19
  8.3028625740055984E-02 a       320     0    16     1    20
  2.1670600978370985E-01 a       321     0    17     1     1
  6.6258110445900353E-02 a       322     0    17     1     2
  2.1090505914652788E-01 a       323     0    17     1     3
  2.6504747442045430E-02 a       324     0    17     1     4
 -1.4478075795552511E-01 a       325     0    17     1     5
 -4.2485345421642187E-02 a       326     0    17     1     6
  2.6397313380580234E-01 a       327     0    17     1     7
  2.7580461919012683E-01 a       328     0    17     1     8
 -1.7695978484262323E-01 a       329     0    17     1     9
 -1.1439783790743388E-01 a       330     0    17     1    10
  2.5216377563200210E-01 a       331     0    17     1    11
 -1.0655523315418820E-01 a       332     0    17     1    12
 -2.4969995838099876E-01 a       333     0    17     1    13
  2.3262471048934336E-01 a       334     0    17     1    14
  4.9104998515913092E-03 a       335     0    17     1    15
 -2.0454902232185534E-01 a       336     0    17     1    16
  3.5597759179901659E-03 a       337     0    17     1    17
 -3.6872812267635002E-01 a       338     0    17     1    18
 -4.4185722886009976E-01 a       339     0    17     1    19
  1.7922005455174180E-03 a       340     0    17     1    20
  1.4627903607017406E-01 a       341     0    18     1     1
  2.8725108098435903E-01 a       342     0    18     1     2
 -9.6950731343577110E-02 a       343     0    18     1     3
 -2.8853635890870849E-01 a       344     0    18     1     4
 -4.0880867001873059E-02 a       345     0    18     1     5
 -9.3865231680767477E-02 a       346     0    18     1     6
 -1.2528342517111141E-01 a       347     0    18     1     7
 -4.4154677443299234E-01 a       348     0    18     1     8
 -2.2924657356098704E-01 a       349     0    18     1     9
  4.1897890569285612E-01 a       350     0    18     1    10
  5.6391138197682478E-01 a       351     0    18     1    11
 -9.4730037067056169E-02 a       352     0    18     1    12
  4.0346226545659847E-01 a       353     0    18     1    13
 -1.6592602772510309E-01 a       354     0    18     1    14
 -4.5924800047901032E-02 a       355     0    18     1    15
  2.9803056502388320E-01 a       356     0    18     1    16
 -1.3827605776495869E-01 a       357     0    18     1    17
 -5.2822034124638317E-01 a       358     0    18     1    18
 -6.2625138553527138E-02 a       359     0    18     1    19
  3.2127385588289675E-02 a       360     0    18     1    20
 -7.7959451037562827E-02 a       361     0    19     1     1
  2.7276667088646761E-01 a       362     0    19     1     2
  5.1890003759673309E-01 a       363     0    19     1     3
  1.0356619963261303E-01 a       364     0    19     1     4
 -8.8956091347367858E-02 a       365     0    19     1     5
 -8.4847861961017096E-02 a       366     0    19     1     6
  3.3981493332344576E-01 a       367     0    19     1     7
 -2.7084289947687162E-01 a       368     0    19     1     8
 -2.1423874597454839E-01 a       369     0    19     1     9
  2.2954343256064333E-01 a       370     0    19     1    10
  4.4843060189307248E-02 a       371     0    19     1    11
  1.8958263322252505E-03 a       372     0    19     1    12
 -4.5470438318805489E-01 a       373     0    19     1    13
  2.2459062626736775E-01 a       374     0    19     1    14
  1.9654711277720324E-01 a       375     0    19     1    15
 -2.9203081860438196E-01 a       376     0    19     1    16
 -2.2867169028316321E-02 a       377     0    19     1    17
  1.2047705934962745E-01 a       378     0    19     1    18
 -4.8028762533592412E-01 a       379     0    19     1    19
  5.6718119446266181E-02 a       380     0    19     1    20
 -1.5883985385666988E-01 a       381     0    20     1     1
 -6.1445974228297964E-02 a       382     0    20     1     2
  1.4186089220914047E-01 a       383     0    20     1     3
 -1.5671071772933334E-01 a       384     0    20     1     4
 -1.1305608346182663E-01 a       385     0    20     1     5
  1.6042819339295150E-01 a       386     0    20     1     6
  1.5282487078991275E-01 a       387     0    20     1     7
  2.7063712124223105E-01 a       388     0    20     1     8
  1.7438576794909005E-01 a       389     0    20     1     9
  9.3384460198950872E-02 a       390     0    20     1    10
 -1.4509971019815387E-02 a       391     0    20     1    11
 -4.0611026032919065E-02 a       392     0    20     1    12
 -2.7269610537397199E-02 a       393     0    20     1    13
  5.3038253904503230E-02 a       394     0    20     1    14
  3.2828727203223135E-02 a       395     0    20     1    15
  5.8782063757419475E-03 a       396     0    20     1    16
 -1.2326097178097681E-01 a       397     0    20     1    17
 -8.8046174305465449E-02 a       398     0    20     1    18
 -1.2798276027895228E-01 a       399     0    20     1    19
 -2.6467527955788711E-01 a       400     0    20     1    20
 -3.2801040156381134E-01 a       401     0    21     1     1
 -1.1195935016142451E-01 a       402     0    21     1     2
  1.6819946898260954E-01 a       403     0    21     1     3
 -2.0784904576973259E-01 a       404     0    21     1     4
  3.4735436732031227E-01 a       405     0    21     1     5
  3.1451959136175067E-01 a       406     0    21     1     6
  1.5957832372939296E-01 a       407     0    21     1     7
 -2.9539686159394934E-01 a       408     0    21     1     8
  1.9883347050438874E-01 a       409     0    21     1     9
  3.1244593964182449E-01 a       410     0    21     1    10
 -4.8965262541659747E-02 a       411     0    21     1    11
  2.0264496426923523E-01 a       412     0    21     1    12
  5.4882011732916969E-01 a       413     0    21     1    13
 -2.4478199955822479E-02 a       414     0    21     1    14
  1.9882437497176672E-01 a       415     0    21     1    15
  2.5324596130940735E-01 a       416     0    21     1    16
 -2.5750538265719014E-01 a       417     0    21     1    17
 -2.3544488989496551E-01 a       418     0    21     1    18
 -4.5054248610053048E-02 a       419     0    21     1    19
 -1.0751784841881731E-01 a       420     0    21     1    20
  7.7945886019898949E-02 a       421     0    22     1     1
 -3.5171537519685181E-01 a       422     0    22     1     2
 -2.9543701959405405E-01 a       423     0    22     1     3
 -1.8040144843027367E-01 a       424     0    22     1     4
 -1.6369063747145768E-01 a       425     0    22     1     5
 -8.3521769968568291E-02 a       426     0    22     1     6
 -3.5193355133712251E-01 a       427     0    22     1     7
  5.4875749044413857E-01 a       428     0    22     1     8
  4.8723225217353289E-01 a       429     0    22     1     9
  2.2455976014102746E-01 a       430     0    22     1    10
 -2.0248565096121898E-01 a       431     0    22     1    11
  3.8746446271572539E-02 a       432     0    22     1    12
  5.5078206600757174E-01 a       433     0    22     1    13
 -4.0577121605154594E-02 a       434     0    22     1    14
 -2.5888812838268316E-01 a       435     0    22     1    15
  2.9587874809815501E-01 a       436     0    22     1    16
 -3.7199047521822332E-01 a       437     0    22     1    17
 -2.7234507430361887E-01 a       438     0    22     1    18
  3.8396660095210733E-01 a       439     0    22     1    19
  1.7175496640390184E-01 a       440     0    22     1    20
 -2.9107399415401292E-01 a       441     0    23     1     1
  4.7053805172673095E-02 a       442     0    23     1     2
 -2.4904957593902408E-01 a       443     0    23     1     3
 -4.3094122112435529E-01 a       444     0    23     1     4
  1.4476473278831278E-01 a       445     0    23     1     5
 -3.0478135080825441E-01 a       446     0    23     1     6
 -3.5068873701443293E-01 a       447     0    23     1     7
 -7.7471637367166446E-02 a       448     0    23     1     8
 -1.4989750088558956E-01 a       449     0    23     1     9
  1.2709413961944771E-01 a       450     0    23     1    10
  3.7218057900199625E-01 a       451     0    23     1    11
  1.5490952121951171E-01 a       452     0    23     1    12
  3.2794743836320533E-01 a       453     0    23     1    13
 -1.6204646672639661E-01 a       454     0    23     1    14
  1.3079184263448573E-01 a       455     0    23     1    15
  2.8197472419884306E-01 a       456     0    23     1    16
  6.7605959359583925E-02 a       457     0    23     1    17
 -1.3826366423631650E-01 a       458     0    23     1    18
  2.4050960468460286E-01 a       459     0    23     1    19
 -1.2806119575416661E-01 a       460     0    23     1    20
  1.6914351474595030E-01 a       461     0    24     1     1
  1.9902107823258630E-01 a       462     0    24     1     2
  1.4381612247312853E-01 a       463     0    24     1     3
  3.5295749715759536E-02 a       464     0    24     1     4
  1.1142956839839835E-01 a       465     0    24     1     5
  3.8653410829614952E-02 a       466     0    24     1     6
  5.2375666997044201E-01 a       467     0    24     1     7
  4.3188360164561562E-01 a       468     0    24     1     8
  2.2005814673838842E-01 a       469     0    24     1     9
 -1.3564375156953096E-01 a       470     0    24     1    10
  4.8576441159947864E-01 a       471     0    24     1    11
  2.7641517791147242E-02 a       472     0    24     1    12
 -3.3839099091042296E-01 a       473     0    24     1    13
 -7.1892949330681161E-02 a       474     0    24     1    14
 -7.7450161767059197E-02 a       475     0    24     1    15
 -1.7512184083372410E-02 a       476     0    24     1    16
  8.0797177725971636E-01 a       477     0    24     1    17
 -1.7189086549348162E-01 a       478     0    24     1    18
 -2.6523060690256944E-01 a       479     0    24     1    19
 -1.4244429187144120E-01 a       480     0    24     1    20
 -8.9912660122058063E-02 a       481     0    25     1     1
  1.9725887680869350E-01 a       482     0    25     1     2
  1.8315452959420747E-01 a       483     0    25     1     3
  1.1947373118377994E-01 a       484     0    25     1     4
  1.0467532576491681E-01 a       485     0    25     1     5
 -1.5390845404330078E-01 a       486     0    25     1     6
 -3.3384250416850399E-02 a       487     0    25     1     7
 -4.2970493899232504E-01 a       488     0    25     1     8
 -1.3301165245533986E-01 a       489     0    25     1     9
  4.0406455294314486E-01 a       490     0    25     1    10
  3.3570984575234536E-01 a       491     0    25     1    11
 -1.6682833711924802E-01 a       492     0    25     1    12
 -3.2297853054765852E-01 a       493     0    25     1    13
 -1.0125148905033229E-01 a       494     0    25     1    14
  4.1858922290485219E-02 a       495     0    25     1    15
 -2.9913277686818640E-01 a       496     0    25     1    16
  7.5694340121509870E-02 a       497     0    25     1    17
 -3.6278520889809485E-01 a       498     0    25     1    18
 -9.8378063784213113E-02 a       499     0    25     1    19
  6.6991327733981120E-03 a       500     0    25     1    20
 -3.4601474847235725E-01 a       501     0    26     1     1
 -5.0159072534791169E-02 a       502     0    26     1     2
 -1.1401115478888797E-01 a       503     0    26     1     3
  2.7944770485483546E-02 a       504     0    26     1     4
 -1.7437684319578609E-01 a       505     0    26     1     5
 -3.0979234279942810E-02 a       506     0    26     1     6
 -1.1401727892443253E-01 a       507     0    26     1     7
  7.1204360841057537E-02 a       508     0    26     1     8
  1.5437319023614718E-01 a       509     0    26     1     9
 -2.3141857871544727E-01 a       510     0    26     1    10
  1.0500859006247601E-02 a       511     0    26     1    11
  2.0950917631570454E-01 a       512     0    26     1    12
 -2.6177693658892176E-01 a       513     0    26     1    13
 -1.2061137389854072E-01 a       514     0    26     1    14
 -1.0555691062400620E-01 a       515     0    26     1    15
  2.4700554911079923E-02 a       516     0    26     1    16
 -1.6452618484437916E-02 a       517     0    26     1    17
  1.0842189173688571E-01 a       518     0    26     1    18
 -9.4160957155701011E-02 a       519     0    26     1    19
 -1.4718065716493030E-02 a       520     0    26     1    20
 -5.9923442567509133E-01 a       521     0    27     1     1
 -4.8824177190719009E-01 a       522     0    27     1     2
 -1.4613026975134674E-02 a       523     0    27     1     3
 -1.0403093208717643E-02 a       524     0    27     1     4
 -1.5392606217305099E-02 a       525     0    27     1     5
  1.5368374541955257E-01 a       526     0    27     1     6
 -4.8174961676662431E-01 a       527     0    27     1     7
  4.6053818437693789E-01 a       528     0    27     1     8
  1.7091455473871175E-01 a       529     0    27     1     9
  9.8463158475633097E-02 a       530     0    27     1    10
