################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.2906153734869312E+00 a       423     0    22     1     3
 -4.2081077034916381E-01 a       424     0    22     1     4
 -4.9719313031855239E-01 a       425     0    22     1     5
  5.6323075077265761E-01 a       426     0    22     1     6
 -2.2913473982091199E+00 a       427     0    22     1     7
  7.5641914511842201E-01 a       428     0    22     1     8
  5.1577801302130499E-01 a       429     0    22     1     9
 -3.8159765284979019E-01 a       430     0    22     1    10
  3.8231889087739623E-01 a       431     0    22     1    11
  7.4972596384511780E-01 a       432     0    22     1    12
 -8.8328093144921860E-01 a       433     0    22     1    13
  3.4627348500660005E-01 a       434     0    22     1    14
 -1.2355032834857809E+00 a       435     0    22     1    15
 -1.5957138424492431E-01 a       436     0    22     1    16
 -1.4446083207101097E+00 a       437     0    22     1    17
 -1.8050446594492722E-01 a       438     0    22     1    18
 -2.7521002314577442E-01 a       439     0    22     1    19
  6.5792818664971175E-01 a       440     0    22     1    20
 -1.7283515824534146E+00 a       441     0    23     1     1
  1.6260136073569742E-01 a       442     0    23     1     2
 -4.5783782261572947E-01 a       443     0    23     1     3
  4.7133964942893430E-01 a       444     0    23     1     4
 -1.8196291936058220E-01 a       445     0    23     1     5
 -4.6920286416371537E-01 a       446     0    23     1     6
 -6.2399975168074584E-01 a       447     0    23     1     7
 -1.9798148367848545E+00 a       448     0    23     1     8
  1.5677216346697400E+00 a       449     0    23     1     9
 -1.7039417358999240E+00 a       450     0    23     1    10
  3.0509224641494531E-01 a       451     0    23     1    11
  1.4938289746900577E+00 a       452     0    23     1    12
  2.3058263186089673E-01 a       453     0    23     1    13
 -1.5123054242202760E+00 a       454     0    23     1    14
 -3.8966640435111177E-01 a       455     0    23     1    15
 -4.8309777488099853E-01 a       456     0    23     1    16
  8.2295518668297651E-01 a       457     0    23     1    17
 -2.6434140983902871E-01 a       458     0    23     1    18
 -2.5132707460737341E-01 a       459     0    23     1    19
 -5.9565488784129994E-01 a       460     0    23     1    20
 -2.8479826083883397E-01 a       461     0    24     1     1
 -1.1504302585846775E-01 a       462     0    24     1     2
  3.5235988163159010E-02 a       463     0    24     1     3
 -6.6473992900240197E-02 a       464     0    24     1     4
 -8.1101434328205643E-02 a       465     0    24     1     5
  1.7163162299935120E-01 a       466     0    24     1     6
 -3.5950611928480930E-01 a       467     0    24     1     7
 -4.2345881144690362E-01 a       468     0    24     1     8
  2.8608075445133430E-01 a       469     0    24     1     9
 -2.6103793061820457E-01 a       470     0    24     1    10
 -3.5174060486891640E-01 a       471     0    24     1    11
  3.8831782365083350E-01 a       472     0    24     1    12
 -1.6260017797575144E-01 a       473     0    24     1    13
 -2.0366859270066406E-01 a       474     0    24     1    14
  4.5559270668603415E-02 a       475     0    24     1    15
 -2.6341684274213467E-01 a       476     0    24     1    16
  3.7332632787877357E-01 a       477     0    24     1    17
  3.0840577382655321E-01 a       478     0    24     1    18
  4.1819394489120889E-03 a       479     0    24     1    19
  1.2918510748829042E-02 a       480     0    24     1    20
 -1.2917492662863192E-01 a       481     0    25     1     1
 -3.4273426057421841E-01 a       482     0    25     1     2
 -1.3626644600632090E-01 a       483     0    25     1     3
  4.9314296580426525E-01 a       484     0    25     1     4
 -1.4337374391086627E-01 a       485     0    25     1     5
 -4.1263278779835039E-01 a       486     0    25     1     6
  2.1168140163556004E-01 a       487     0    25     1     7
 -7.3852798356970084E-01 a       488     0    25     1     8
 -5.8209422935659338E-01 a       489     0    25     1     9
  9.4847747578531941E-02 a       490     0    25     1    10
 -4.9628746345230068E-01 a       491     0    25     1    11
 -3.3564620824790348E-01 a       492     0    25     1    12
  1.5492956963129911E+00 a       493     0    25     1    13
  5.9243312000847570E-01 a       494     0    25     1    14
 -4.5391208247198417E-01 a       495     0    25     1    15
  7.5871567541714965E-02 a       496     0    25     1    16
  4.7271175145018279E-01 a       497     0    25     1    17
 -5.7274110760567609E-01 a       498     0    25     1    18
  2.2514921767164403E-01 a       499     0    25     1    19
 -2.5490660299375013E-02 a       500     0    25     1    20
 -9.0164771689591572E-01 a       501     0    26     1     1
  1.7362895437617328E-02 a       502     0    26     1     2
 -8.5421784412412050E-02 a       503     0    26     1     3
  1.9428679375290578E-01 a       504     0    26     1     4
 -4.1142575251659735E-01 a       505     0    26     1     5
 -3.3294453033348104E-01 a       506     0    26     1     6
 -3.6809541007227176E-01 a       507     0    26     1     7
 -8.6821950609962695E-01 a       508     0    26     1     8
  7.2900172083852399E-01 a       509     0    26     1     9
 -5.0534430071367364E-01 a       510     0    26     1    10
 -4.5054092730475770E-01 a       511     0    26     1    11
