################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.4281114260204388E+00 a       242     0    13     1     2
  3.7044528651728448E-01 a       243     0    13     1     3
  6.0687859672315847E-01 a       244     0    13     1     4
  8.2622420307730071E-01 a       245     0    13     1     5
 -1.0584556629829172E+00 a       246     0    13     1     6
 -2.1176526721582327E+00 a       247     0    13     1     7
  1.8930417031236477E+00 a       248     0    13     1     8
  1.0639082126808499E+00 a       249     0    13     1     9
  5.4308208157475965E-03 a       250     0    13     1    10
  9.3063598843833772E-01 a       251     0    13     1    11
  1.5602360365271526E+00 a       252     0    13     1    12
 -2.2557695072216921E+00 a       253     0    13     1    13
 -1.2606700333334941E-01 a       254     0    13     1    14
 -2.6603442370854822E+00 a       255     0    13     1    15
 -1.5001115420267055E+00 a       256     0    13     1    16
 -3.8880000305095774E-01 a       257     0    13     1    17
  3.9962965860440987E+00 a       258     0    13     1    18
 -1.4543507455184774E+00 a       259     0    13     1    19
  1.6929292995972745E+00 a       260     0    13     1    20
 -7.4746521641586638E-01 a       261     0    14     1     1
  1.2284669241128245E+00 a       262     0    14     1     2
  6.3080979909397239E-01 a       263     0    14     1     3
  1.2642215201776616E-01 a       264     0    14     1     4
 -3.7549973444416945E-01 a       265     0    14     1     5
 -2.4394890869711908E-01 a       266     0    14     1     6
 -1.0036640541753079E+00 a       267     0    14     1     7
 -1.2911697040653300E-01 a       268     0    14     1     8
 -9.1701237714923556E-01 a       269     0    14     1     9
 -1.3299320023003873E+00 a       270     0    14     1    10
 -1.7287742588782236E+00 a       271     0    14     1    11
  3.3182371849796721E-01 a       272     0    14     1    12
  1.6334706156775852E-01 a       273     0    14     1    13
  9.3349695987860370E-01 a       274     0    14     1    14
  4.9034989193047196E-01 a       275     0    14     1    15
 -2.5484919300163167E+00 a       276     0    14     1    16
 -4.4495067189720544E-01 a       277     0    14     1    17
  6.3285400277707438E-01 a       278     0    14     1    18
 -3.5729168634529407E-01 a       279     0    14     1    19
  1.0453209118380670E-01 a       280     0    14     1    20
 -9.5660885706665955E-01 a       281     0    15     1     1
  1.2395832448241841E+00 a       282     0    15     1     2
 -7.2874946633858950E-01 a       283     0    15     1     3
  1.5845469720599244E-02 a       284     0    15     1     4
 -7.2779596454581519E-01 a       285     0    15     1     5
  6.8297704106489243E-01 a       286     0    15     1     6
  2.2080021105033693E-01 a       287     0    15     1     7
  2.8770991947734448E-01 a       288     0    15     1     8
  8.0287685688923172E-01 a       289     0    15     1     9
  1.9540406603003570E-02 a       290     0    15     1    10
 -1.3381550283147920E+00 a       291     0    15     1    11
  2.4048129297399100E-02 a       292     0    15     1    12
  2.3025499069308675E-02 a       293     0    15     1    13
  6.2406438550091425E-01 a       294     0    15     1    14
 -3.0438311858323241E-01 a       295     0    15     1    15
 -1.1016635296476238E+00 a       296     0    15     1    16
  5.7606062445921868E-01 a       297     0    15     1    17
 -5.4833782358037286E-01 a       298     0    15     1    18
 -2.9232066683379705E-02 a       299     0    15     1    19
 -6.9424381604397123E-01 a       300     0    15     1    20
  7.0911337149303733E-01 a       301     0    16     1     1
 -5.1087316837790853E-01 a       302     0    16     1     2
  2.8692943243709051E-02 a       303     0    16     1     3
  1.8252952520217915E+00 a       304     0    16     1     4
  2.7392485564241020E-01 a       305     0    16     1     5
 -2.0005905364604564E+00 a       306     0    16     1     6
 -5.8524141684868891E-01 a       307     0    16     1     7
 -2.4415410274434379E-01 a       308     0    16     1     8
  4.0859279932823576E+00 a       309     0    16     1     9
 -7.0392095689690271E-01 a       310     0    16     1    10
 -7.1217807801649158E-02 a       311     0    16     1    11
 -1.4788233051898771E+00 a       312     0    16     1    12
  1.2730476306142131E+00 a       313     0    16     1    13
  1.0599604657268268E-02 a       314     0    16     1    14
 -2.3148838162565052E-01 a       315     0    16     1    15
 -1.1260831224548986E+00 a       316     0    16     1    16
 -1.3918353209622123E+00 a       317     0    16     1    17
  7.5243086286095429E-01 a       318     0    16     1    18
  4.0719577230567838E-01 a       319     0    16     1    19
 -2.1121948558880956E+00 a       320     0    16     1    20
 -2.6182651673860926E+00 a       321     0    17     1     1
  1.7921307967469711E+00 a       322     0    17     1     2
  1.6186457275377981E+00 a       323     0    17     1     3
 -1.7694037357733994E+00 a       324     0    17     1     4
 -2.6778267604398889E+00 a       325     0    17     1     5
 -4.4627383024036521E-01 a       326     0    17     1     6
  5.1280505747549976E-01 a       327     0    17     1     7
 -1.7559507589046250E-01 a       328     0    17     1     8
 -4.4768853259037605E-01 a       329     0    17     1     9
  3.8424103637965897E-02 a       330     0    17     1    10
 -9.1001423151807193E-01 a       331     0    17     1    11
 -7.4928967034028304E-01 a       332     0    17     1    12
  4.4015008056649729E-01 a       333     0    17     1    13
  1.1874291684088247E+00 a       334     0    17     1    14
  2.3897447742322550E-01 a       335     0    17     1    15
 -3.1773657603882244E-01 a       336     0    17     1    16
  4.7409740945538192E-01 a       337     0    17     1    17
  1.3214554358381116E+00 a       338     0    17     1    18
  9.5575822918961162E-01 a       339     0    17     1    19
 -8.8514282137643452E-01 a       340     0    17     1    20
 -6.3132992180802505E-01 a       341     0    18     1     1
 -3.1659233533024844E-01 a       342     0    18     1     2
 -5.9395208517833076E-01 a       343     0    18     1     3
 -1.5473858499248230E+00 a       344     0    18     1     4
 -1.3081199663833711E+00 a       345     0    18     1     5
 -8.9285977634177793E-01 a       346     0    18     1     6
  1.0804352018250301E+00 a       347     0    18     1     7
 -2.8459198967827088E+00 a       348     0    18     1     8
  9.9051929059502983E-02 a       349     0    18     1     9
  1.4959798096094696E+00 a       350     0    18     1    10
  4.2097870622436512E-01 a       351     0    18     1    11
 -2.0323545635400966E+00 a       352     0    18     1    12
  1.5262079574812293E+00 a       353     0    18     1    13
 -1.1646428544967251E+00 a       354     0    18     1    14
  1.5217140028748586E+00 a       355     0    18     1    15
  1.0317034052367176E+00 a       356     0    18     1    16
  1.2823826118724138E+00 a       357     0    18     1    17
 -2.4000528434151720E+00 a       358     0    18     1    18
  3.0172152639546752E+00 a       359     0    18     1    19
 -8.9365619386141315E-01 a       360     0    18     1    20
 -4.9541834065679502E-01 a       361     0    19     1     1
  1.3246119864276570E-01 a       362     0    19     1     2
 -8.7702156471007497E-01 a       363     0    19     1     3
 -6.2856491810784698E-01 a       364     0    19     1     4
 -1.1434578859733928E+00 a       365     0    19     1     5
 -1.1544525066840379E+00 a       366     0    19     1     6
 -1.1208111292007006E+00 a       367     0    19     1     7
 -1.1086322020251165E+00 a       368     0    19     1     8
  1.3672426848199351E+00 a       369     0    19     1     9
  7.9709882471770166E-01 a       370     0    19     1    10
  1.8368566436602884E+00 a       371     0    19     1    11
 -9.7629973385830682E-01 a       372     0    19     1    12
  1.1917405541013841E+00 a       373     0    19     1    13
 -8.3505250054089020E-01 a       374     0    19     1    14
  5.3226568174552724E-01 a       375     0    19     1    15
  6.6954330318339333E-02 a       376     0    19     1    16
  9.5933538748008673E-01 a       377     0    19     1    17
 -8.4736442025313807E-01 a       378     0    19     1    18
  1.8869528116649685E+00 a       379     0    19     1    19
 -1.8711530600303508E-01 a       380     0    19     1    20
 -2.6590157997982056E-01 a       381     0    20     1     1
 -6.3956999571730755E-01 a       382     0    20     1     2
  4.1343182800832434E-01 a       383     0    20     1     3
 -1.2168552534257107E-01 a       384     0    20     1     4
 -1.2576549762780329E+00 a       385     0    20     1     5
 -6.4892534497510490E-01 a       386     0    20     1     6
  3.2891090124469211E-02 a       387     0    20     1     7
 -1.2908158605298794E+00 a       388     0    20     1     8
  8.2774135647810942E-01 a       389     0    20     1     9
  2.6262302854172187E-01 a       390     0    20     1    10
  4.5898217820326193E-01 a       391     0    20     1    11
 -3.6473102991171397E-01 a       392     0    20     1    12
  1.8237618894652607E+00 a       393     0    20     1    13
 -2.9609378383818025E-01 a       394     0    20     1    14
 -8.3416622140428429E-02 a       395     0    20     1    15
 -6.6615000652483514E-01 a       396     0    20     1    16
  9.1233070411641481E-01 a       397     0    20     1    17
 -3.5299353503948017E-01 a       398     0    20     1    18
  1.4300672408517536E+00 a       399     0    20     1    19
 -1.4229333750469053E+00 a       400     0    20     1    20
  8.5918963878110099E-01 a       401     0    21     1     1
 -1.3693670545972845E+00 a       402     0    21     1     2
 -6.5456874605354787E-01 a       403     0    21     1     3
  2.3455815346397105E-01 a       404     0    21     1     4
 -1.6229727407571320E-01 a       405     0    21     1     5
 -1.9060937018994732E+00 a       406     0    21     1     6
  7.7337572369363994E-01 a       407     0    21     1     7
 -1.0221945625816478E+00 a       408     0    21     1     8
  2.3782954284965325E+00 a       409     0    21     1     9
  8.5632351396007195E-02 a       410     0    21     1    10
  7.2812769871524374E-01 a       411     0    21     1    11
 -6.4443191657913890E-01 a       412     0    21     1    12
  2.0578854885821984E+00 a       413     0    21     1    13
 -6.6662964837542438E-01 a       414     0    21     1    14
  6.0720242594613305E-01 a       415     0    21     1    15
  8.9012553156743623E-01 a       416     0    21     1    16
  1.3208569588892383E-01 a       417     0    21     1    17
 -6.7213303885429121E-01 a       418     0    21     1    18
  2.0452743632831631E+00 a       419     0    21     1    19
 -8.4172455221368481E-01 a       420     0    21     1    20
  1.8957025999055042E+00 a       421     0    22     1     1
 -1.5765008343696034E+00 a       422     0    22     1     2
 -1.5539048214738824E+00 a       423     0    22     1     3
 -5.0884857103181336E-01 a       424     0    22     1     4
  2.8540988515909765E-01 a       425     0    22     1     5
 -6.2652651574659901E-01 a       426     0    22     1     6
 -2.0014205648146735E-01 a       427     0    22     1     7
 -6.7093627762813274E-02 a       428     0    22     1     8
 -5.9564862775622962E-01 a       429     0    22     1     9
 -7.5136052662962069E-02 a       430     0    22     1    10
  2.3891347626162956E-01 a       431     0    22     1    11
  5.3096544118214450E-01 a       432     0    22     1    12
 -9.1703261491789834E-01 a       433     0    22     1    13
  5.6110937010422834E-01 a       434     0    22     1    14
 -1.0847347422502109E+00 a       435     0    22     1    15
 -9.8206629049102501E-01 a       436     0    22     1    16
 -8.8465946389175210E-01 a       437     0    22     1    17
 -9.5749852489993503E-01 a       438     0    22     1    18
 -5.9936405010452942E-01 a       439     0    22     1    19
  1.3813096599109733E+00 a       440     0    22     1    20
 -3.7000865071990274E-01 a       441     0    23     1     1
 -1.0665951693876012E+00 a       442     0    23     1     2
 -8.8730314667867449E-01 a       443     0    23     1     3
 -1.0900151769353783E+00 a       444     0    23     1     4
  2.4611570802781266E-01 a       445     0    23     1     5
 -1.2165984622494077E+00 a       446     0    23     1     6
  1.0194466955888999E+00 a       447     0    23     1     7
 -3.1384916330443509E+00 a       448     0    23     1     8
  3.9333885191451290E-01 a       449     0    23     1     9
  1.6294664038281321E+00 a       450     0    23     1    10
  5.8195422678014386E-01 a       451     0    23     1    11
 -2.3658541385119762E+00 a       452     0    23     1    12
  1.5699662083411774E+00 a       453     0    23     1    13
 -9.6669410224850660E-01 a       454     0    23     1    14
  7.1166628091497797E-01 a       455     0    23     1    15
  5.9644658264616157E-01 a       456     0    23     1    16
  9.5088730737443861E-01 a       457     0    23     1    17
 -1.7913919288373625E+00 a       458     0    23     1    18
  1.8393983136420657E+00 a       459     0    23     1    19
 -1.9964116429377328E+00 a       460     0    23     1    20
  1.6879436994858752E+00 a       461     0    24     1     1
 -2.7328011178764744E-01 a       462     0    24     1     2
  2.2795234952049155E+00 a       463     0    24     1     3
  6.9464110035728088E-01 a       464     0    24     1     4
  3.7666994660768033E-02 a       465     0    24     1     5
  2.0672350667207455E+00 a       466     0    24     1     6
  2.7597847814880865E+00 a       467     0    24     1     7
 -1.8254021616135419E+00 a       468     0    24     1     8
 -2.1697614159346545E+00 a       469     0    24     1     9
 -2.4225001941580446E+00 a       470     0    24     1    10
 -1.9379042350807489E+00 a       471     0    24     1    11
  1.3651759395439587E+00 a       472     0    24     1    12
 -1.1987192594083860E+00 a       473     0    24     1    13
  6.3934211217304082E-02 a       474     0    24     1    14
  5.8781892445258632E-01 a       475     0    24     1    15
 -2.2019530507815381E+00 a       476     0    24     1    16
 -4.1432548645477829E-01 a       477     0    24     1    17
  2.6292044909344225E-01 a       478     0    24     1    18
 -6.0932125094357614E-01 a       479     0    24     1    19
  3.4318055201597458E-01 a       480     0    24     1    20
  7.5796403744319785E-02 a       481     0    25     1     1
 -1.8607634732184397E+00 a       482     0    25     1     2
 -1.8347825118435181E+00 a       483     0    25     1     3
 -2.7285389619067818E-01 a       484     0    25     1     4
 -8.7041062247671097E-01 a       485     0    25     1     5
 -6.1620437350046753E-01 a       486     0    25     1     6
 -1.2578535741815693E+00 a       487     0    25     1     7
 -2.4835229903305120E+00 a       488     0    25     1     8
  1.3268248847507591E+00 a       489     0    25     1     9
  1.1857049862968398E+00 a       490     0    25     1    10
  2.1555686854957723E+00 a       491     0    25     1    11
 -2.1629341646711366E+00 a       492     0    25     1    12
  1.8784889821033022E+00 a       493     0    25     1    13
 -1.2281404889917853E+00 a       494     0    25     1    14
  6.7173034036760459E-01 a       495     0    25     1    15
  1.6124593987969743E-01 a       496     0    25     1    16
  1.0643594233521965E+00 a       497     0    25     1    17
 -2.1656768921459504E+00 a       498     0    25     1    18
  2.0072066035417566E+00 a       499     0    25     1    19
 -1.2224622028161902E+00 a       500     0    25     1    20
  8.5479746419350544E-01 a       501     0    26     1     1
 -9.2200670699907561E-01 a       502     0    26     1     2
 -3.3024772261434171E-01 a       503     0    26     1     3
  9.4854931548139856E-02 a       504     0    26     1     4
 -1.1445002478617996E+00 a       505     0    26     1     5
 -1.2153352753360154E+00 a       506     0    26     1     6
  3.0541878234819381E-01 a       507     0    26     1     7
 -1.0949307932883883E+00 a       508     0    26     1     8
  1.5747215010789222E+00 a       509     0    26     1     9
  9.3485898798728007E-01 a       510     0    26     1    10
  1.8223657649273572E+00 a       511     0    26     1    11
  2.9306682375406923E-01 a       512     0    26     1    12
  1.2014954544297445E+00 a       513     0    26     1    13
 -1.1689091923850257E+00 a       514     0    26     1    14
 -1.0375256589212905E+00 a       515     0    26     1    15
  3.4659485806483303E-01 a       516     0    26     1    16
  1.3829990907320269E+00 a       517     0    26     1    17
 -1.3821101593363461E-01 a       518     0    26     1    18
  1.6120002116641192E+00 a       519     0    26     1    19
 -1.2521379091691085E+00 a       520     0    26     1    20
  6.2877646263732645E-01 a       521     0    27     1     1
 -3.6983738975999397E-01 a       522     0    27     1     2
 -8.4154384675365601E-01 a       523     0    27     1     3
 -1.6465826440713910E-01 a       524     0    27     1     4
 -2.8222236312213816E-01 a       525     0    27     1     5
  6.0953947656693030E-01 a       526     0    27     1     6
 -1.3646149959591811E+00 a       527     0    27     1     7
 -6.7440628840858241E-01 a       528     0    27     1     8
 -4.2820743429118285E-01 a       529     0    27     1     9
  1.6197017794670332E+00 a       530     0    27     1    10
