################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  6.8215325260566329E-01 a        65     0     4     1     5
  1.1936413517728501E+00 a        66     0     4     1     6
 -2.6525298094092138E+00 a        67     0     4     1     7
  4.6743352610298833E-01 a        68     0     4     1     8
 -2.0682861866242157E+00 a        69     0     4     1     9
  2.8699426508681429E+00 a        70     0     4     1    10
 -2.8638788567758228E-01 a        71     0     4     1    11
 -3.0384789968051087E+00 a        72     0     4     1    12
 -7.6633061273608971E-01 a        73     0     4     1    13
  2.7834048637864800E-01 a        74     0     4     1    14
 -5.3040788962033680E-01 a        75     0     4     1    15
  9.5140530304232396E-01 a        76     0     4     1    16
  2.8193069700143387E+00 a        77     0     4     1    17
 -1.5529577292229904E+00 a        78     0     4     1    18
  7.5535253604081420E+00 a        79     0     4     1    19
 -5.9383761898066565E+00 a        80     0     4     1    20
 -9.9923764751363842E-01 a        81     0     5     1     1
  3.3344005050054406E+00 a        82     0     5     1     2
 -1.7915658834165795E+00 a        83     0     5     1     3
 -3.2962020277691337E-02 a        84     0     5     1     4
 -8.3410584223053519E-01 a        85     0     5     1     5
 -6.4921499611765077E-01 a        86     0     5     1     6
 -3.2887353235304508E+00 a        87     0     5     1     7
 -4.7209197390198963E+00 a        88     0     5     1     8
  8.3018225693271575E-01 a        89     0     5     1     9
  1.1733777267291590E-01 a        90     0     5     1    10
 -5.5300271828846528E+00 a        91     0     5     1    11
 -1.2364024388914734E+00 a        92     0     5     1    12
  2.5153063553672395E+00 a        93     0     5     1    13
 -1.3251089648622034E+00 a        94     0     5     1    14
 -9.6061418724328114E+00 a        95     0     5     1    15
 -4.4564574393900863E-01 a        96     0     5     1    16
 -2.5664453534169773E+00 a        97     0     5     1    17
 -1.2974248929190413E-01 a        98     0     5     1    18
 -2.6745083997222197E+00 a        99     0     5     1    19
  2.6818396708563741E+00 a       100     0     5     1    20
  1.7639288950867318E-01 a       101     0     6     1     1
  4.3010179083813174E-02 a       102     0     6     1     2
 -3.3343208350893994E-01 a       103     0     6     1     3
  1.2158992723387483E+00 a       104     0     6     1     4
 -2.3953321493972859E-01 a       105     0     6     1     5
 -4.8451244930035844E-02 a       106     0     6     1     6
 -1.5823778756057598E+00 a       107     0     6     1     7
 -7.9719937796820084E-01 a       108     0     6     1     8
 -1.2934123125477772E+00 a       109     0     6     1     9
  1.2424847746304558E-01 a       110     0     6     1    10
  2.1209696518300153E-01 a       111     0     6     1    11
 -6.3126414211481585E-01 a       112     0     6     1    12
 -9.2127646238987393E-01 a       113     0     6     1    13
  3.6153697939493162E-01 a       114     0     6     1    14
  2.8213582407364679E-01 a       115     0     6     1    15
 -1.7122646184332319E-01 a       116     0     6     1    16
  3.3427177885049413E+00 a       117     0     6     1    17
 -1.3133865660465378E+00 a       118     0     6     1    18
  5.3861168884988486E-01 a       119     0     6     1    19
 -1.5911490960672225E+00 a       120     0     6     1    20
  4.4878997292150578E+00 a       121     0     7     1     1
 -1.0011046499174074E+00 a       122     0     7     1     2
 -7.8593605037295267E-01 a       123     0     7     1     3
  8.3388516047023775E-01 a       124     0     7     1     4
  6.7167176465344136E-01 a       125     0     7     1     5
  1.8744452739549526E+00 a       126     0     7     1     6
 -1.1168902413086499E+00 a       127     0     7     1     7
 -1.0268062010333969E+00 a       128     0     7     1     8
  8.9159283977153081E-01 a       129     0     7     1     9
 -1.8353152985684016E+00 a       130     0     7     1    10
 -4.8657621075254315E-01 a       131     0     7     1    11
  5.8124649711878651E-01 a       132     0     7     1    12
 -4.8129089586025431E-01 a       133     0     7     1    13
  2.0759242761419811E-01 a       134     0     7     1    14
  6.6867682831130815E-01 a       135     0     7     1    15
 -8.8872839282880589E-01 a       136     0     7     1    16
  4.2869794231504504E-01 a       137     0     7     1    17
 -4.2268036543610572E+00 a       138     0     7     1    18
 -1.2811593928191427E+00 a       139     0     7     1    19
 -1.7281483152513548E+00 a       140     0     7     1    20
  1.3784384130935619E+00 a       141     0     8     1     1
 -4.4721745675418673E-01 a       142     0     8     1     2
 -9.2373286268158794E-01 a       143     0     8     1     3
  1.5794107078111861E+00 a       144     0     8     1     4
 -1.5641126169036978E+00 a       145     0     8     1     5
  1.2214904062418013E+00 a       146     0     8     1     6
  2.0470469122578996E-01 a       147     0     8     1     7
 -5.1926129460319070E-01 a       148     0     8     1     8
  1.7314603044153192E+00 a       149     0     8     1     9
 -7.7360279623815875E-01 a       150     0     8     1    10
 -1.4308948795996801E+00 a       151     0     8     1    11
 -5.4161342062547402E-01 a       152     0     8     1    12
  8.8202538747221748E-01 a       153     0     8     1    13
 -7.0798665584857667E-01 a       154     0     8     1    14
  2.3519050183626473E+00 a       155     0     8     1    15
 -8.3848267119886755E-01 a       156     0     8     1    16
  8.2736660122533848E-02 a       157     0     8     1    17
 -4.8413548432598674E-01 a       158     0     8     1    18
 -7.0932141953842653E-01 a       159     0     8     1    19
  2.7709591365959424E-01 a       160     0     8     1    20
 -6.1675895484836166E-02 a       161     0     9     1     1
 -2.1408772962251361E-02 a       162     0     9     1     2
 -1.5064141813370402E-01 a       163     0     9     1     3
  7.8668111528098050E-01 a       164     0     9     1     4
 -7.7696210265117194E-01 a       165     0     9     1     5
  4.7615149104049082E-01 a       166     0     9     1     6
  1.8744190383365819E-01 a       167     0     9     1     7
  6.1535526677617014E-01 a       168     0     9     1     8
  9.8943379875640758E-01 a       169     0     9     1     9
 -1.6755688634473731E-01 a       170     0     9     1    10
 -1.2365367437679537E+00 a       171     0     9     1    11
 -1.8767361453156886E-01 a       172     0     9     1    12
 -3.9422029094027955E-01 a       173     0     9     1    13
  1.2617727218448790E-01 a       174     0     9     1    14
  1.0214774968034279E+00 a       175     0     9     1    15
 -6.0186363136921739E-01 a       176     0     9     1    16
 -3.0403002347437347E-01 a       177     0     9     1    17
  5.3420236172448998E-01 a       178     0     9     1    18
  4.1543842997250951E-03 a       179     0     9     1    19
 -1.5602054846894831E-01 a       180     0     9     1    20
  8.3385655044464213E-01 a       181     0    10     1     1
 -1.4941408596906511E-01 a       182     0    10     1     2
  4.9587773945150619E-02 a       183     0    10     1     3
  1.1902347964689552E+00 a       184     0    10     1     4
 -6.9186985249724567E-02 a       185     0    10     1     5
 -1.2898424825954871E-01 a       186     0    10     1     6
  1.2258801335526102E+00 a       187     0    10     1     7
  1.3165324637836892E-01 a       188     0    10     1     8
  2.2212662884245900E+00 a       189     0    10     1     9
 -1.0306765767969669E-02 a       190     0    10     1    10
 -6.4200634828906167E-01 a       191     0    10     1    11
  4.2690815124403997E-01 a       192     0    10     1    12
 -2.6983338415618496E-01 a       193     0    10     1    13
 -6.5692954304922369E-01 a       194     0    10     1    14
 -5.1605493735110808E-01 a       195     0    10     1    15
 -1.9981400739192615E-01 a       196     0    10     1    16
 -1.3160861562235677E+00 a       197     0    10     1    17
  6.1448859169599290E-01 a       198     0    10     1    18
 -4.0648079229908607E-01 a       199     0    10     1    19
  3.8637242277639666E-01 a       200     0    10     1    20
  2.7371795270381655E-01 a       201     0    11     1     1
  1.6896137202356745E+00 a       202     0    11     1     2
 -5.4282095024330856E-01 a       203     0    11     1     3
  1.1367970209973781E+00 a       204     0    11     1     4
 -1.8270707626942209E+00 a       205     0    11     1     5
  4.7234604781907941E-01 a       206     0    11     1     6
  1.7464018066856908E+00 a       207     0    11     1     7
 -7.3747635361434782E-01 a       208     0    11     1     8
  3.4654283016198848E+00 a       209     0    11     1     9
  1.3721541455774848E+00 a       210     0    11     1    10
 -2.0581468218697792E+00 a       211     0    11     1    11
 -1.2635652325986191E+00 a       212     0    11     1    12
  1.6763321377773057E+00 a       213     0    11     1    13
 -1.1226073552694642E+00 a       214     0    11     1    14
 -7.8372805987554850E-01 a       215     0    11     1    15
  7.1459873380247341E-01 a       216     0    11     1    16
  6.0217106681786847E-01 a       217     0    11     1    17
  3.3417832495039095E+00 a       218     0    11     1    18
 -4.9885987895489908E-01 a       219     0    11     1    19
  7.9959820340386623E-02 a       220     0    11     1    20
 -3.0878517245813686E-01 a       221     0    12     1     1
  2.1018600816293909E-01 a       222     0    12     1     2
 -4.7609999342557840E-01 a       223     0    12     1     3
  1.1325513486400558E+00 a       224     0    12     1     4
 -3.0128919771055362E-01 a       225     0    12     1     5
 -3.2753891185502643E-01 a       226     0    12     1     6
 -1.5407971698290683E+00 a       227     0    12     1     7
 -9.8590437158212585E-01 a       228     0    12     1     8
 -1.5235654509361476E+00 a       229     0    12     1     9
  1.4488912619216840E-01 a       230     0    12     1    10
  4.3762520154699880E-01 a       231     0    12     1    11
 -3.5869310518360770E-01 a       232     0    12     1    12
 -9.7935630159639664E-01 a       233     0    12     1    13
  4.5118302983387426E-01 a       234     0    12     1    14
  3.7744324269160395E-01 a       235     0    12     1    15
 -3.3363540035317836E-02 a       236     0    12     1    16
  3.5262722408965095E+00 a       237     0    12     1    17
 -1.2534044866875469E+00 a       238     0    12     1    18
  5.7490663935205599E-01 a       239     0    12     1    19
 -1.7765495167117926E+00 a       240     0    12     1    20
  3.7884132515447861E+00 a       241     0    13     1     1
 -1.0804279998715722E+00 a       242     0    13     1     2
 -6.5026610808802698E-01 a       243     0    13     1     3
  8.1967871858984931E-01 a       244     0    13     1     4
  4.5206995588689236E-01 a       245     0    13     1     5
  1.5171953859267391E+00 a       246     0    13     1     6
 -5.9497401953940188E-01 a       247     0    13     1     7
 -1.0411399188204276E+00 a       248     0    13     1     8
  1.1100114481546741E+00 a       249     0    13     1     9
 -1.8170580656444308E+00 a       250     0    13     1    10
 -2.2911267253283690E-01 a       251     0    13     1    11
  3.7241234713151827E-01 a       252     0    13     1    12
 -2.7180117399109721E-01 a       253     0    13     1    13
  8.0404409388308992E-02 a       254     0    13     1    14
  3.8272018430443866E-01 a       255     0    13     1    15
 -5.1431695018658341E-01 a       256     0    13     1    16
  4.4424180424896342E-01 a       257     0    13     1    17
 -3.8292141153863892E+00 a       258     0    13     1    18
 -1.3042156882166991E+00 a       259     0    13     1    19
 -1.5841703618945564E+00 a       260     0    13     1    20
  1.1095831684882886E+00 a       261     0    14     1     1
 -3.7699253548857836E-01 a       262     0    14     1     2
 -6.4831397817538094E-01 a       263     0    14     1     3
  1.5764631810235974E+00 a       264     0    14     1     4
 -1.1602515816871810E+00 a       265     0    14     1     5
  1.1275633736724440E+00 a       266     0    14     1     6
  2.2075637434099674E-01 a       267     0    14     1     7
 -3.4948681703621470E-01 a       268     0    14     1     8
  1.4879041175090804E+00 a       269     0    14     1     9
 -5.6315468945325708E-01 a       270     0    14     1    10
 -1.1836261224539892E+00 a       271     0    14     1    11
 -7.1901111075664204E-01 a       272     0    14     1    12
  7.0387301259990753E-01 a       273     0    14     1    13
 -6.7265745539877730E-01 a       274     0    14     1    14
  1.9769430111967852E+00 a       275     0    14     1    15
 -9.8783031906006291E-01 a       276     0    14     1    16
  2.3593518674203826E-01 a       277     0    14     1    17
 -9.9033382968425593E-02 a       278     0    14     1    18
 -6.9328088920480180E-01 a       279     0    14     1    19
  1.8861876260764879E-01 a       280     0    14     1    20
  1.6101187866140823E-01 a       281     0    15     1     1
  1.4189339448761387E-01 a       282     0    15     1     2
  1.8599641602250958E-01 a       283     0    15     1     3
  7.0702798571766645E-01 a       284     0    15     1     4
 -5.5615922451345101E-01 a       285     0    15     1     5
  1.8048699744826990E-01 a       286     0    15     1     6
  4.8129275075527383E-01 a       287     0    15     1     7
  2.7864609835510518E-01 a       288     0    15     1     8
  9.9775047556207241E-01 a       289     0    15     1     9
 -3.3929271840613728E-01 a       290     0    15     1    10
 -1.0416424425328070E+00 a       291     0    15     1    11
 -1.6887777575532609E-01 a       292     0    15     1    12
 -4.2455479556493492E-01 a       293     0    15     1    13
  8.7801046626053897E-02 a       294     0    15     1    14
  9.1341252303204123E-01 a       295     0    15     1    15
 -5.0387015278932223E-01 a       296     0    15     1    16
 -3.6521350748130711E-02 a       297     0    15     1    17
  6.7719870528219950E-01 a       298     0    15     1    18
  1.9659648892971415E-01 a       299     0    15     1    19
 -5.9439349734865574E-02 a       300     0    15     1    20
 -1.2292791437325334E+00 a       301     0    16     1     1
  1.9210580790929355E-01 a       302     0    16     1     2
  1.7127718672533734E-01 a       303     0    16     1     3
  3.5793961167568522E-01 a       304     0    16     1     4
 -4.5735275392959296E-01 a       305     0    16     1     5
 -3.3354425869486659E-01 a       306     0    16     1     6
  4.2790186773267341E-01 a       307     0    16     1     7
 -1.0191011270024741E+00 a       308     0    16     1     8
  2.4256789362088753E+00 a       309     0    16     1     9
  1.4834907222021976E+00 a       310     0    16     1    10
 -1.2628016418011161E+00 a       311     0    16     1    11
 -7.4846374528663817E-01 a       312     0    16     1    12
  9.2618067158896578E-01 a       313     0    16     1    13
 -5.9155330030872526E-02 a       314     0    16     1    14
 -8.3386635181128277E-01 a       315     0    16     1    15
  1.2906953286402494E+00 a       316     0    16     1    16
  1.1318184746435827E+00 a       317     0    16     1    17
  4.8687188441796359E+00 a       318     0    16     1    18
 -3.4257655708759166E-01 a       319     0    16     1    19
  4.0618542602103791E-01 a       320     0    16     1    20
 -2.1261509343465415E-01 a       321     0    17     1     1
  9.3416422291474310E-01 a       322     0    17     1     2
  4.6819232485826201E-01 a       323     0    17     1     3
  1.4546347756846176E+00 a       324     0    17     1     4
 -7.1965109877946010E-01 a       325     0    17     1     5
  5.9912244311219398E-01 a       326     0    17     1     6
 -5.5744012928761366E-01 a       327     0    17     1     7
  9.3869928985987394E-01 a       328     0    17     1     8
  4.3046358319495853E-01 a       329     0    17     1     9
  2.5122948832478981E-01 a       330     0    17     1    10
  7.7993435195822844E-02 a       331     0    17     1    11
 -4.8595995378302737E-01 a       332     0    17     1    12
 -6.9642746395519584E-01 a       333     0    17     1    13
  2.9927434892009475E-01 a       334     0    17     1    14
  1.8952070391951865E+00 a       335     0    17     1    15
 -4.0580101340272801E-01 a       336     0    17     1    16
  1.7904895711635678E+00 a       337     0    17     1    17
  1.8153538541713390E-01 a       338     0    17     1    18
  5.7057490266170741E-01 a       339     0    17     1    19
 -1.7636249398182515E+00 a       340     0    17     1    20
 -3.0124825927741687E+00 a       341     0    18     1     1
  6.9018306038511867E-01 a       342     0    18     1     2
 -2.7568484080298894E-01 a       343     0    18     1     3
  3.3787837403076693E-01 a       344     0    18     1     4
 -4.1057658882704945E-01 a       345     0    18     1     5
 -1.1316966845518677E+00 a       346     0    18     1     6
  1.5324062392337723E+00 a       347     0    18     1     7
 -1.1368048187729201E+00 a       348     0    18     1     8
 -3.7592289408244378E-01 a       349     0    18     1     9
  1.6350182964667779E+00 a       350     0    18     1    10
  7.3120838681906375E-01 a       351     0    18     1    11
 -8.2535584585619395E-02 a       352     0    18     1    12
 -5.1566365267493841E-01 a       353     0    18     1    13
  2.3168083919138698E-02 a       354     0    18     1    14
 -2.0763331744744349E+00 a       355     0    18     1    15
  1.2929356335139497E+00 a       356     0    18     1    16
  2.3833684201677432E+00 a       357     0    18     1    17
  2.1449799410931041E+00 a       358     0    18     1    18
  9.4371802326177434E-01 a       359     0    18     1    19
 -5.4166551083557302E-01 a       360     0    18     1    20
 -2.0766956826399072E+00 a       361     0    19     1     1
 -4.6642428145989490E-01 a       362     0    19     1     2
  2.8695570056596587E-01 a       363     0    19     1     3
  5.3557960351942331E-02 a       364     0    19     1     4
  6.2167351732745391E-01 a       365     0    19     1     5
 -1.0643910373864653E+00 a       366     0    19     1     6
  2.4571421282678485E+00 a       367     0    19     1     7
 -1.1719383707413642E+00 a       368     0    19     1     8
  1.1507584697071547E+00 a       369     0    19     1     9
  1.1505552909895504E+00 a       370     0    19     1    10
  3.2448210932355304E-01 a       371     0    19     1    11
  4.0202356091512303E-01 a       372     0    19     1    12
  5.0702421833068179E-01 a       373     0    19     1    13
 -4.0369051128730910E-01 a       374     0    19     1    14
 -1.9522873656173443E+00 a       375     0    19     1    15
  1.6224154741546779E+00 a       376     0    19     1    16
  7.7449355432345668E-01 a       377     0    19     1    17
  2.9719162244745454E+00 a       378     0    19     1    18
  5.2679910493141890E-01 a       379     0    19     1    19
 -5.7994869767253820E-01 a       380     0    19     1    20
 -1.6686840415130224E+00 a       381     0    20     1     1
  2.3588225784575795E-01 a       382     0    20     1     2
 -1.1470720535820639E-01 a       383     0    20     1     3
  3.7493747536207356E-01 a       384     0    20     1     4
 -9.8616020542934668E-02 a       385     0    20     1     5
 -3.5718184372305378E-01 a       386     0    20     1     6
  1.6946905032975548E+00 a       387     0    20     1     7
 -8.0737697095875538E-01 a       388     0    20     1     8
  1.2148344505250475E+00 a       389     0    20     1     9
  1.1050204913523676E+00 a       390     0    20     1    10
  1.1184237882385355E-01 a       391     0    20     1    11
 -3.1063233076482422E-01 a       392     0    20     1    12
  3.1824063728264274E-01 a       393     0    20     1    13
 -6.4912504357274181E-01 a       394     0    20     1    14
 -4.0546826714133433E-01 a       395     0    20     1    15
  7.0755762797040100E-01 a       396     0    20     1    16
  1.1864019483612080E+00 a       397     0    20     1    17
  3.1726043179636241E+00 a       398     0    20     1    18
  2.5845746939809566E-01 a       399     0    20     1    19
 -4.6173801183878183E-01 a       400     0    20     1    20
  1.0056015994677132E+00 a       401     0    21     1     1
  1.0251307306515191E-01 a       402     0    21     1     2
  3.9504893080822379E-01 a       403     0    21     1     3
 -4.9680178366108335E-01 a       404     0    21     1     4
  7.0488328669029443E-01 a       405     0    21     1     5
  1.5136727108670836E-01 a       406     0    21     1     6
 -5.9304694778815381E-01 a       407     0    21     1     7
 -1.7548620267130421E+00 a       408     0    21     1     8
  8.8675086314794005E-01 a       409     0    21     1     9
  5.1224710586396083E-01 a       410     0    21     1    10
 -5.2664317044685782E-01 a       411     0    21     1    11
 -7.7865028208203457E-01 a       412     0    21     1    12
  3.3954089250035147E-01 a       413     0    21     1    13
  9.0690135813692799E-02 a       414     0    21     1    14
 -2.5352686690262061E-01 a       415     0    21     1    15
  1.1642634683446620E+00 a       416     0    21     1    16
  1.7841090082731329E-03 a       417     0    21     1    17
  6.5708710538486292E-01 a       418     0    21     1    18
  9.7524289469228875E-01 a       419     0    21     1    19
  1.6890764019776311E-01 a       420     0    21     1    20
  2.8166611946264939E+00 a       421     0    22     1     1
  2.3006306815744179E-01 a       422     0    22     1     2
 -7.7783642281863763E-01 a       423     0    22     1     3
  3.1049731109533590E-01 a       424     0    22     1     4
 -6.2924014896463965E-01 a       425     0    22     1     5
  3.4366206306429947E-01 a       426     0    22     1     6
 -7.0057057379967799E-02 a       427     0    22     1     7
 -1.6867972981720949E+00 a       428     0    22     1     8
 -2.6332417668896085E-01 a       429     0    22     1     9
 -4.3511935093367832E-01 a       430     0    22     1    10
 -9.0033696377352779E-01 a       431     0    22     1    11
 -7.7242954450013890E-01 a       432     0    22     1    12
  3.8788714161598531E-01 a       433     0    22     1    13
 -1.0767534911010137E+00 a       434     0    22     1    14
 -2.2429137343551198E-01 a       435     0    22     1    15
 -2.0191538536084644E-01 a       436     0    22     1    16
 -8.2261124417229559E-01 a       437     0    22     1    17
 -3.5421719159606191E+00 a       438     0    22     1    18
 -2.3730022289563385E-01 a       439     0    22     1    19
  1.6640591932100894E+00 a       440     0    22     1    20
 -2.6679695280271742E+00 a       441     0    23     1     1
  7.7101589203026644E-01 a       442     0    23     1     2
  1.4468970991186395E-01 a       443     0    23     1     3
 -6.4357239443230474E-01 a       444     0    23     1     4
 -4.3776405675743163E-01 a       445     0    23     1     5
 -6.3409678975939232E-01 a       446     0    23     1     6
  1.9488200864175664E+00 a       447     0    23     1     7
 -1.5509336641795071E+00 a       448     0    23     1     8
 -2.1581427253944286E-02 a       449     0    23     1     9
  1.5628153475037048E+00 a       450     0    23     1    10
  4.2340352312033697E-01 a       451     0    23     1    11
 -2.7906038018614732E-02 a       452     0    23     1    12
 -3.2094128641869701E-01 a       453     0    23     1    13
 -3.5949709487072927E-02 a       454     0    23     1    14
 -3.4595457471424709E+00 a       455     0    23     1    15
  1.2216022339650523E+00 a       456     0    23     1    16
  1.4275144797713206E+00 a       457     0    23     1    17
  2.4894781403105095E+00 a       458     0    23     1    18
  5.7595356676091025E-01 a       459     0    23     1    19
  6.9149841341270379E-01 a       460     0    23     1    20
  6.1052931465910554E-01 a       461     0    24     1     1
 -9.5700195712246361E-01 a       462     0    24     1     2
  1.6199062270335876E+00 a       463     0    24     1     3
  1.3995044714944895E+00 a       464     0    24     1     4
 -1.1558328332041010E+00 a       465     0    24     1     5
 -1.0992178005816791E+00 a       466     0    24     1     6
 -2.3962142788486820E+00 a       467     0    24     1     7
  2.8007274913545588E-01 a       468     0    24     1     8
 -1.7822715897379808E+00 a       469     0    24     1     9
 -8.6534437153868760E-01 a       470     0    24     1    10
 -3.4421979227165034E-01 a       471     0    24     1    11
  1.2060176960857054E+00 a       472     0    24     1    12
  6.6329485711294511E-01 a       473     0    24     1    13
 -2.4710467448080897E-01 a       474     0    24     1    14
  5.3054735850994241E+00 a       475     0    24     1    15
 -1.5390432689264160E+00 a       476     0    24     1    16
  1.2319519289830179E+00 a       477     0    24     1    17
  1.4399195706854018E+00 a       478     0    24     1    18
  1.0421624787535710E+00 a       479     0    24     1    19
  7.4919903881373506E-01 a       480     0    24     1    20
 -2.3521340962964561E+00 a       481     0    25     1     1
 -1.0247316564209369E-01 a       482     0    25     1     2
  1.4228680073252173E+00 a       483     0    25     1     3
 -7.6820961252873865E-01 a       484     0    25     1     4
  5.4742221378139100E-01 a       485     0    25     1     5
 -1.2170679282659014E+00 a       486     0    25     1     6
  2.3293411283144723E+00 a       487     0    25     1     7
 -1.3536472738162613E+00 a       488     0    25     1     8
  7.6711409986875501E-01 a       489     0    25     1     9
  1.5785784731846093E+00 a       490     0    25     1    10
  4.4113414884271990E-01 a       491     0    25     1    11
  5.5070137760281046E-01 a       492     0    25     1    12
  8.0611582334361553E-01 a       493     0    25     1    13
 -4.1125752093296906E-02 a       494     0    25     1    14
 -2.5033547192620906E+00 a       495     0    25     1    15
  1.9045389992401487E+00 a       496     0    25     1    16
  5.7504407166488181E-01 a       497     0    25     1    17
  4.3699968513831351E+00 a       498     0    25     1    18
  1.0071436714858082E+00 a       499     0    25     1    19
  5.0630236991104471E-01 a       500     0    25     1    20
 -1.1793088571071721E+00 a       501     0    26     1     1
  7.8779625632883810E-01 a       502     0    26     1     2
  1.0666324800082928E-01 a       503     0    26     1     3
 -5.2631258242586798E-01 a       504     0    26     1     4
  9.0672690129927391E-01 a       505     0    26     1     5
 -8.1336482515136155E-01 a       506     0    26     1     6
  1.0598569385527852E+00 a       507     0    26     1     7
 -1.2359731261020062E+00 a       508     0    26     1     8
 -1.0427557425732131E-01 a       509     0    26     1     9
  1.6579767926043618E+00 a       510     0    26     1    10
  1.2709993192497584E+00 a       511     0    26     1    11
 -5.0729844844961014E-01 a       512     0    26     1    12
  7.3599893763483845E-02 a       513     0    26     1    13
 -1.2342766873417527E-01 a       514     0    26     1    14
 -1.5146238026035341E+00 a       515     0    26     1    15
  1.4202267425640687E+00 a       516     0    26     1    16
  1.4867567978812197E+00 a       517     0    26     1    17
  2.3501725681442660E+00 a       518     0    26     1    18
  7.0283583415194684E-01 a       519     0    26     1    19
 -1.1402705607973884E+00 a       520     0    26     1    20
 -3.5307477760808836E-01 a       521     0    27     1     1
 -2.1162330720132034E-02 a       522     0    27     1     2
 -4.1693268715916548E-01 a       523     0    27     1     3
  2.7233471081643656E-01 a       524     0    27     1     4
  7.7333799291275329E-01 a       525     0    27     1     5
 -1.1549728026523602E+00 a       526     0    27     1     6
  1.0224587545820065E+00 a       527     0    27     1     7
 -9.8922545017949037E-01 a       528     0    27     1     8
  5.6077862830764302E-01 a       529     0    27     1     9
  6.0304988258103209E-01 a       530     0    27     1    10
